folder	key	title	score	year	developer	source
snes	dragon quest vi maboroshi no daichi	Dragon Quest VI: Maboroshi no Daichi	78	1995	Heart Beat	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	chuck rock	Chuck Rock	78	1992	Core Design Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	wolfenstein 3d	Wolfenstein 3D	78	1994	id Software, Inc.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	ncaa basketball	NCAA Basketball	78	1992	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	choplifter iii rescue survive	Choplifter III: Rescue Survive	78	1994	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	fatal fury 2	Fatal Fury 2	78	1993	SNK Corporation	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	putty squad	Putty Squad	78	1994	System 3 Software Limited	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	animaniacs	Animaniacs	78	1994	Konami Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	dragon the bruce lee story	Dragon: The Bruce Lee Story	78	1993	Virgin Interactive Entertainment (Europe) Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	metal combat falcon s revenge	Metal Combat: Falcon's Revenge	77	1993	Intelligent Systems Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	wwf raw	WWF Raw	77	1994	Realtime Associates Seattle Division	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	pocky rocky	Pocky & Rocky	77	1992	Natsume Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	looney tunes b ball	Looney Tunes B-Ball	77	1994	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	ranma 1 2 hard battle	Ranma 1/2: Hard Battle	77	1992	NCS Corporation	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	bugs bunny rabbit rampage	Bugs Bunny Rabbit Rampage	77	1994	Viacom New Media	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	king arthur s world	King Arthur's World	77	1992	Argonaut Software Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	mega man x3	Mega Man X3	77	1995	Minakuchi Engineering Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	populous	Populous	77	1990	Bullfrog Productions, Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	lufia the fortress of doom	Lufia & the Fortress of Doom	77	1993	Neverland Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
snes	lethal enforcers	Lethal Enforcers	77	1994	Konami Co., Ltd.	https://www.mobygames.com/game/platform:snes/sort:critic_score/page:4/
nes	action 52	Action 52	8	1991	Active Enterprises Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	where s waldo	Where's Waldo?	15	1991	Bethesda Softworks LLC	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	indiana jones and the last crusade the action gam	Indiana Jones and the Last Crusade: The Action Gam...	16	1993	Tiertex Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	chiller	Chiller	17	1990	Exidy, Incorporated	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	the uncanny x men	The Uncanny X-Men	18	1989		https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	super pitfall	Super Pitfall	20	1986	Pony, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	the great waldo search	The Great Waldo Search	20	1992	Radiance Software	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	jim henson s muppet adventure no 1 chaos at the	Jim Henson's Muppet Adventure No. 1: "Chaos at the...	20	1990	Mind's Eye Technology	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	karate champ	Karate Champ	21	1986	Technos Japan Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	bible adventures	Bible Adventures	22	1991	Wisdom Tree, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	heroes of the lance	Heroes of the Lance	24	1991	Strategic Simulations, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	ghostbusters	Ghostbusters	25	1986	Activision, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	cool world	Cool World	26	1993	Ocean Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	taboo the sixth sense	Taboo: The Sixth Sense	26	1989	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	battleship	Battleship	26	1993	Mindscape, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	the adventures of rocky and bullwinkle and friends	The Adventures of Rocky and Bullwinkle and Friends	26	1992	Radical Entertainment Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	cliffhanger	Cliffhanger	27	1993	Spidersoft Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	darkman	Darkman	28	1991	Painting by Numbers, Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	bill ted s excellent video game adventure	Bill & Ted's Excellent Video Game Adventure	30	1991	Rocket Science Productions, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	dash galaxy in the alien asylum	Dash Galaxy in the Alien Asylum	30	1990	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	platoon	Platoon	30	1988	Ocean Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	home alone 2 lost in new york	Home Alone 2: Lost in New York	30	1992	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	dr jekyll and mr hyde	Dr. Jekyll and Mr. Hyde	31	1988	Advance Communication Company	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	back to the future	Back to the Future	31	1989	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	athena	Athena	32	1987	SNK Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	home alone	Home Alone	32	1991	Bethesda Softworks LLC	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	pictionary the game of video quick draw	Pictionary: The Game of Video Quick Draw	32	1990	Software Creations Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	wally bear and the no gang	Wally Bear and the NO! Gang	33	1992	American Game Cartridges, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	ghoul school	Ghoul School	33	1992	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	hydlide	Hydlide	34	1986	T&E Soft, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	total recall	Total Recall	34	1990	Interplay Productions, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	castlequest	Castlequest	34	1986	ASCII Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	deadly towers	Deadly Towers	34	1986	Lenar Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	superman	Superman	34	1987	Kotobuki System Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	beetlejuice	Beetlejuice	34	1991	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	swamp thing	Swamp Thing	34	1992	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	mad max	Mad Max	34	1990	Gray Matter Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	urban champion	Urban Champion	35	1984	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	10 yard fight	10-Yard Fight	35	1985	Irem Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	hillsfar	Hillsfar	35	1991	Westwood Associates	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	winter games	Winter Games	36	1987	Action Graphics, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	rambo	Rambo	36	1987	Pack-In-Video Co., Ltd	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	bad street brawler	Bad Street Brawler	37	1989	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	back to the future part ii iii	Back to the Future Part II & III	37	1990	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	lethal weapon	Lethal Weapon	37	1993	Eurocom Developments Ltd	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	road fighter	Road Fighter	38	1985	Konami Industry Co. Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	donkey kong jr math	Donkey Kong Jr. Math	38	1983	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	airwolf	Airwolf	38	1989	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	remote control	Remote Control	40	1990	Riedel Software Productions, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	hollywood squares	Hollywood Squares	40	1989	GameTek, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:1/
nes	target renegade	Target: Renegade	40	1990	Ocean Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	milon s secret castle	Milon's Secret Castle	40	1986	Hudson Soft Company, Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	town country surf designs wood water rage	Town & Country Surf Designs: Wood & Water Rage	40	1988	Sanritsu Denki Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	jaws	Jaws	41	1987	Escape	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	silent assault	Silent Assault	41	1990	Joy Van	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	dr chaos	Dr. Chaos	41	1987	Marionette Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	master chu and the drunkard hu	Master Chu And The Drunkard Hu	41	1989	Joy Van	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	double dare	Double Dare	41	1990	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	caesars palace	Caesars Palace	41	1992	Magnin & Associates	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	adventures of tom sawyer	Adventures of Tom Sawyer	42	1989	Winky Soft Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	attack of the killer tomatoes	Attack of the Killer Tomatoes	42	1991	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	tales of the unknown volume i the bard s tale	Tales of the Unknown: Volume I - The Bard's Tale	42	1990	Interplay Productions, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	hudson hawk	Hudson Hawk	42	1991	Special FX Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	disney s aladdin	Disney's Aladdin	42	1994	Virgin Interactive Entertainment, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	battle chess	Battle Chess	43	1990	Interplay Productions, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	ikari warriors	Ikari Warriors	43	1986	SNK Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	bo jackson baseball	Bo Jackson Baseball	43	1991	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	quattro sports	Quattro Sports	43	1993	The Codemasters Software Company Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	dragon s lair	Dragon's Lair	44	1990	Motivetime Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	the blues brothers	The Blues Brothers	44	1992	Titus France SA	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	baseball	Baseball	44	1983	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	predator	Predator	44	1988	Klon	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	spelunker	Spelunker	44	1985	Micro Graphic Image	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	wwf wrestlemania	WWF Wrestlemania	44	1989	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	ikari warriors ii victory road	Ikari Warriors II: Victory Road	45	1988	SNK Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	friday the 13th	Friday the 13th	45	1989	Atlus Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	demon sword	Demon Sword	45	1988	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	wcw world championship wrestling	WCW: World Championship Wrestling	45	1990	Nihon Bussan Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	rackets rivals	Rackets & Rivals	45	1993		https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	stealth atf	Stealth ATF	46	1989	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	wwf king of the ring	WWF King of the Ring	46	1993	Eastridge Technology	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	bandai golf challenge pebble beach	Bandai Golf: Challenge Pebble Beach	46	1989	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	amagon	Amagon	46	1988	Aicom Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	roger clemens mvp baseball	Roger Clemens' MVP Baseball	46	1991	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	jordan vs bird one on one	Jordan vs Bird: One on One	46	1989	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	donkey kong 3	Donkey Kong 3	46	1984	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	barbie	Barbie	46	1991	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	caveman ugh lympics	Caveman Ugh-Lympics	46	1990	Dynamix, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	days of thunder	Days of Thunder	46	1990	Tiertex Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	george foreman s ko boxing	George Foreman's KO Boxing	46	1992	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	720	720º	47	1989	Atari Games Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	the bugs bunny crazy castle	The Bugs Bunny Crazy Castle	47	1989	Kotobuki System Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	dirty harry	Dirty Harry	47	1990	Gray Matter Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	who framed roger rabbit	Who Framed Roger Rabbit	48	1989	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	wolverine	Wolverine	48	1991	Software Creations Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	bigfoot	Bigfoot	48	1990	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	hook	Hook	48	1992	Painting by Numbers, Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	1942	1942	48	1985	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	ghostbusters ii	Ghostbusters II	48	1990	Imagineering Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	the terminator	The Terminator	49	1992	Radical Entertainment Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:2/
nes	werewolf the last warrior	Werewolf: The Last Warrior	49	1990	Sakata SAS Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	breakthru	BreakThru	49	1987	Data East Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	contra force	Contra Force	49	1992	Konami Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	american gladiators	American Gladiators	49	1991	Imagitec Design Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	bases loaded ii second season	Bases Loaded II: Second Season	50	1988	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	cobra command	Cobra Command	50	1988	Data East Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	die hard	Die Hard	50	1991	Pack-In-Video Co., Ltd	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	frankenstein the monster returns	Frankenstein: The Monster Returns	50	1990	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	bases loaded 3	Bases Loaded 3	50	1990	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	family feud	Family Feud	50	1991	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	king s knight	King's Knight	50	1986	Denyusya Square Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	dick tracy	Dick Tracy	50	1990	Realtime Associates, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the addams family pugsley s scavenger hunt	The Addams Family: Pugsley's Scavenger Hunt	51	1992	Enigma Variations Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	to the earth	To the Earth	51	1989	Cirque Verte	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	godzilla monster of monsters	Godzilla: Monster of Monsters!	51	1988	Compile Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the karate kid	The Karate Kid	51	1987	Atlus Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	fester s quest	Fester's Quest	51	1989	Sun Electronics Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	goal	Goal!	51	1988	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	8 eyes	8 Eyes	51	1988	Thinking Rabbit Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	robocop 3	RoboCop 3	51	1992	Probe Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	millipede	Millipede	51	1987	Atari, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	road runner	Road Runner	51	1989	Atari Games Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	fist of the north star	Fist of the North Star	52	1987	Shouei System	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	defenders of dynatron city	Defenders of Dynatron City	52	1992	Lucasfilm Games LLC	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	wild gunman	Wild Gunman	52	1984	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	metalmech man machine	MetalMech: Man & Machine	52	1990	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	after burner ii	After Burner II	52	1989	SEGA Enterprises Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	flying dragon the secret scroll	Flying Dragon: The Secret Scroll	52	1987	Culture Brain Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	alpha mission	Alpha Mission	52	1986	SNK Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	indiana jones and the temple of doom	Indiana Jones and the Temple of Doom	52	1988	Atari Games Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	knight rider	Knight Rider	52	1988	Pack-In-Video Co., Ltd	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	spy hunter	Spy Hunter	53	1987	Bally Midway Mfg Co.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	mickey mousecapade	Mickey Mousecapade	53	1987	Hudson Soft Company, Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	paperboy 2	Paperboy 2	53	1991	Tengen Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	renegade	Renegade	53	1987	Technos Japan Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the simpsons bartman meets radioactive man	The Simpsons: Bartman Meets Radioactive Man	53	1992	Absolute Entertainment, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	cosmic spacehead	Cosmic Spacehead	53	1992	Codemasters	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the hunt for red october	The Hunt for Red October	53	1990	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	a nightmare on elm street	A Nightmare on Elm Street	53	1990	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	alien	Alien³	54	1993	Probe Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the trolls in crazyland	The Trolls in Crazyland	54	1991	KID Corp.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the addams family	The Addams Family	54	1992	Ocean Software Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	tower toppler	Tower Toppler	54	1991		https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	quattro adventure	Quattro Adventure	54	1993	Codemasters Software Company Limited, The	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	nes play action football	NES Play Action Football	54	1990	Nintendo R&D3	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	silver surfer	Silver Surfer	54	1990	Software Creations Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	star trek the next generation	Star Trek: The Next Generation	54	1993	Absolute Entertainment, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	the legend of kage	The Legend of Kage	54	1986	Taito Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	casino kid	Casino Kid	54	1989	SOFEL Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	hogan s alley	Hogan's Alley	54	1984	Nintendo R&D1	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:3/
nes	wwf wrestlemania steel cage challenge	WWF Wrestlemania: Steel Cage Challenge	54	1992	Throwback Entertainment Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	toobin	Toobin'	54	1989	Atari Games Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	dragon power	Dragon Power	55	1986	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	volleyball	Volleyball	55	1986	Nintendo R&D3	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	the adventures of bayou billy	The Adventures of Bayou Billy	55	1988	Konami Industry Co. Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	bill elliott s nascar challenge	Bill Elliott's NASCAR Challenge	55	1991	Distinctive Software, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	captain planet and the planeteers	Captain Planet and the Planeteers	55	1991	Chris Gray Enterprises Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	dynowarz destruction of spondylus	Dynowarz: Destruction of Spondylus	55	1990	Advance Communication Company	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	wall street kid	Wall Street Kid	55	1990	SOFEL Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	goal two	Goal! Two	55	1992	Tose Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	elevator action	Elevator Action	55	1985	Taito Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	anticipation	Anticipation	55	1988	Rare Limited	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	tiger heli	Tiger-Heli	56	1986	Toaplan Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	stadium events	Stadium Events	56	1986	TRY Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	barker bill s trick shooting	Barker Bill's Trick Shooting	56	1990	Nintendo Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	thundercade	Thundercade	56	1989	SETA Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	ghost lion	Ghost Lion	56	1989	Kotobuki System Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	speedball	Speedball	56	1991	The Bitmap Brothers	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	jack nicklaus greatest 18 holes of major champion	Jack Nicklaus' Greatest 18 Holes of Major Champion...	56	1990	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	q bert	Q*bert	56	1989	D. Gottlieb & Co.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	the krion conquest	The Krion Conquest	56	1990	Vic Tokai Corporation	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	rampage	Rampage	56	1988	Bally Midway Mfg Co.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	disney adventures in the magic kingdom	Disney Adventures in the Magic Kingdom	56	1990	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	crackout	Crackout	56	1986	Konami Industry Co. Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	dizzy prince of the yolkfolk	Dizzy: Prince of the Yolkfolk	56	1993	The Big Red Software Company Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	yoshi	Yoshi	56	1991	Nintendo Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	phantom fighter	Phantom Fighter	56	1988	Marionette Co., Ltd.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	narc	NARC	56	1990	Williams Electronics Games, Inc.	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
nes	shinobi	Shinobi	56	1989	Team Shinobi	https://www.mobygames.com/game/platform:nes/sort:-critic_score/page:4/
