folder	key	title	score	year	developer	source
megadrive	time killers	Time Killers	20	1996	Incredible Technologies, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	xdr x dazedly ray	XDR: X-Dazedly-Ray	30	1990	Unipacc	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	instruments of chaos starring young indiana jones	Instruments of Chaos Starring Young Indiana Jones	30	1994	Waterman Design, Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	dark castle	Dark Castle	31	1991	Silicon Beach Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	arcade classics	Arcade Classics	32	1996	Atari, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	double dragon 3 the rosetta stone	Double Dragon 3: The Rosetta Stone	33	1992	East Technology Corp.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	gunship	Gunship	33	1993	Probe Software Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	sword of sodan	Sword of Sodan	34	1990	Discovery Software International, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	unnecessary roughness 95	Unnecessary Roughness '95	35	1994	Accolade, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	double dragon ii the revenge	Double Dragon II: The Revenge	36	1991	Technos Japan Corp.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	cutthroat island	Cutthroat Island	36	1996	Software Creations Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	barney s hide seek game	Barney's Hide & Seek Game	36	1993	Realtime Associates, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	heavy nova	Heavy Nova	37	1992	Holocronet	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	f1 triple battle	F1 Triple Battle	37	1991	Human Entertainment, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	american gladiators	American Gladiators	38	1993	Imagitec Design Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	rise of the robots	Rise of the Robots	38	1994	Mirage Technologies (Multimedia) Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	techno cop	Techno Cop	39	1990	Imagexcel	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	hit the ice the video hockey league	Hit the Ice: The Video Hockey League	39	1992	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	beast wrestler	Beast Wrestler	40	1991	Riot	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	t2 terminator 2 judgment day	T2: Terminator 2 - Judgment Day	40	1993	B.I.T.S., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	traysia	Traysia	40	1992	Riot	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	galaxy force ii	Galaxy Force II	41	1991	Sega R&D1	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	syd of valis	Syd of Valis	42	1992	I.S.C. Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	the tick	The Tick	42	1994	Software Creations Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	warpspeed	WarpSpeed	42	1993	Accolade, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	disney s ariel the little mermaid	Disney's Ariel the Little Mermaid	43	1992	BlueSky Software, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	revolution x	Revolution X	43	1995	Midway Manufacturing Company	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	menacer 6 game cartridge	Menacer 6-Game Cartridge	43	1992	Western Technologies Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	wheel of fortune	Wheel of Fortune	43	1992	Imagitec Design Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	street smart	Street Smart	45	1991	SNK Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	tony la russa baseball	Tony La Russa Baseball	46	1993	Beyond Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	deadly moves	Deadly Moves	46	1992	System Vision	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	espn baseball tonight	ESPN Baseball Tonight	46	1994	Stormfront Studios	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	pac man 2 the new adventures	Pac-Man 2: The New Adventures	46	1994	Namco Limited	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	the adventures of rocky and bullwinkle and friends	The Adventures of Rocky and Bullwinkle and Friends	46	1993	Absolute Entertainment, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	disney s beauty and the beast roar of the beast	Disney's Beauty and the Beast: Roar of the Beast	47	1993	Software Creations Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	championship bowling	Championship Bowling	47	1993	Soft Machine	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	nba all star challenge	NBA All-Star Challenge	47	1992	Beam Software Pty., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	nastar warrior	Nastar Warrior	47	1990	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	steel talons	Steel Talons	47	1992	Atari Games Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	exo squad	Exo Squad	47	1995	Novotrade Software Kft.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	shadow blasters	Shadow Blasters	47	1990	Cyclone System	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	bram stoker s dracula	Bram Stoker's Dracula	48	1993	Traveller's Tales (UK) Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	quad challenge	Quad Challenge	48	1991	Namco Limited	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	andre agassi tennis	Andre Agassi Tennis	48	1992	TecMagik Entertainment Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	captain planet and the planeteers	Captain Planet and the Planeteers	48	1992	NovaLogic, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	air diver	Air Diver	49	1990	Copya System Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	mickey s ultimate challenge	Mickey's Ultimate Challenge	49	1994	Designer Software	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	growl	Growl	49	1991	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:1/
megadrive	disney s beauty and the beast belle s quest	Disney's Beauty and the Beast: Belle's Quest	50	1993	Software Creations Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	kageki	Kageki	50	1991	Kaneko Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	dick vitale s awesome baby college hoops	Dick Vitale's "Awesome, Baby!" College Hoops	50	1994	Tengen Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	super volley ball	Super Volley ball	50	1990	Video System Co., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	strider 2	Strider 2	50	1993	Tiertex Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	devilish the next possession	Devilish: The Next Possession	50	1992	Genki Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	venom spider man separation anxiety	Venom • Spider-Man: Separation Anxiety	50	1995	Software Creations Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	cliffhanger	Cliffhanger	50	1993	Malibu Interactive	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	cal ripken jr baseball	Cal Ripken Jr. Baseball	50	1992	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	nakajima satoru kansh f 1 grand prix	Nakajima Satoru Kanshū F-1 Grand Prix	50	1991	Varie Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	back to the future part iii	Back to the Future Part III	50	1991	Probe Software Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	foreman for real	Foreman for Real	50	1995	Software Creations Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	double dragon	Double Dragon	50	1993	Technos Japan Corp.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	pel	Pelé!	51	1993	Radical Entertainment Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	the duel test drive ii	The Duel: Test Drive II	51	1992	Distinctive Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	the adventures of mighty max	The Adventures of Mighty Max	51	1994	WJS Design	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	mighty morphin power rangers	Mighty Morphin Power Rangers	51	1994	Nova Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	curse	Curse	52	1989	Micronet Co. Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	justice league task force	Justice League: Task Force	52	1995	Sun Corporation of America	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	mighty morphin power rangers the movie	Mighty Morphin Power Rangers: The Movie	52	1995	SIMS Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	olympic summer games	Olympic Summer Games	52	1996	Tiertex Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	world heroes	World Heroes	52	1994	Alpha Denshi Kōgyō Co., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	tongue of the fatman	Tongue of the Fatman	52	1990	Brian A. Rice, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	earnest evans	Earnest Evans	52	1992	Wolf Team	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	race drivin	Race Drivin'	52	1993	Atari Games Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	robocop 3	RoboCop 3	52	1993	Ocean Software Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	thunder fox	Thunder Fox	52	1991	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	frank thomas big hurt baseball	Frank Thomas Big Hurt Baseball	52	1995	Iguana UK	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	adventures of yogi bear	Adventures of Yogi Bear	52	1994	Blue Turtle	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	mtv s beavis and butt head	MTV's Beavis and Butt-Head	52	1994	Radical Entertainment Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	outrunners	OutRunners	53	1994	Sega AM1 R&D Division	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	double dragon v the shadow falls	Double Dragon V: The Shadow Falls	53	1994	Leland Interactive Media	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	the simpsons bart vs the space mutants	The Simpsons: Bart vs. the Space Mutants	53	1992	Imagineering Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	warrior of rome	Warrior of Rome	53	1991	Micronet Co. Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	x perts	X-Perts	53	1996	Abalone	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	daffy duck in hollywood	Daffy Duck in Hollywood	53	1995	Psionic Systems	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	captain america and the avengers	Captain America and the Avengers	53	1992	Data East Corporation	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	fighting masters	Fighting Masters	53	1991	Aicom Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	tecmo world cup 90	Tecmo World Cup '90	53	1992	Tecmo, Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	george foreman s ko boxing	George Foreman's KO Boxing	53	1992	Beam Software Pty., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	wrestle war	Wrestle War	54	1991	SEGA Enterprises Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	troy aikman nfl football	Troy Aikman NFL Football	54	1994	Tradewest, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	king of the monsters	King of the Monsters	54	1993	SNK Corporation	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	last battle	Last Battle	54	1989	SEGA Enterprises Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	batman return of the joker	Batman: Return of the Joker	54	1992	Sun Electronics Corp.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	clue	Clue	54	1992	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	spider man	Spider-Man	54	1995	Western Technologies Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	indiana jones and the last crusade the action gam	Indiana Jones and the Last Crusade: The Action Gam...	54	1992	Tiertex Ltd.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	cutie suzuki no ringside angel	Cutie Suzuki no Ringside Angel	54	1990	Copya System Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	trampoline terror	Trampoline Terror!	55	1990	NCS Corporation	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	ferrari grand prix challenge	Ferrari Grand Prix Challenge	55	1992	Aisystem Tokyo	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:2/
megadrive	corporation	Corporation	55	1992	Dementia	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	paperboy 2	Paperboy 2	55	1992	Tengen Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	goofy s hysterical history tour	Goofy's Hysterical History Tour	55	1993	Absolute Entertainment, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	space invaders 90	Space Invaders 90	55	1990	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	normy s beach babe o rama	Normy's Beach Babe-O-Rama	55	1994	Realtime Associates, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	brett hull hockey 95	Brett Hull Hockey 95	55	1994	Radical Entertainment Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	r b i baseball 4	R.B.I. Baseball 4	56	1992	Tengen Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	hurricanes	Hurricanes	56	1994	Arc Developments Limited	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	final blow	Final Blow	56	1990	Taito Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	fatal labyrinth	Fatal Labyrinth	56	1990	SEGA Enterprises Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	the incredible crash dummies	The Incredible Crash Dummies	57	1993	Gray Matter Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	monopoly	Monopoly	57	1992	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	final zone	Final Zone	57	1990	Wolf Team	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	battle frenzy	Battle Frenzy	57	1994	Domark Software Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	the death and return of superman	The Death and Return of Superman	57	1994	Blizzard Entertainment Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	the simpsons bart s nightmare	The Simpsons: Bart's Nightmare	57	1993	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	turbo out run	Turbo Out Run	57	1992	AM R&D Dept. #2	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	will harvey s zany golf	Will Harvey's Zany Golf	57	1990	Sandcastle	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	saban s vr troopers	Saban's VR Troopers	57	1995	Syrox Developments, Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	liberty or death	Liberty or Death	57	1994	KOEI Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	newman haas indycar featuring nigel mansell	Newman/Haas IndyCar featuring Nigel Mansell	57	1994	Gremlin Graphics Software Limited	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	tom and jerry frantic antics	Tom and Jerry: Frantic Antics!	57	1994	Beam Software Pty., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	jordan vs bird one on one	Jordan vs Bird: One on One	57	1992	Imagineering Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	outrun 2019	OutRun 2019	58	1993	Hertz Co. Ltd	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	virtual bart	Virtual Bart	58	1994	Sculptured Software, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	the ooze	The Ooze	58	1995	Sega Technical Institute	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	bugs bunny in double trouble	Bugs Bunny in Double Trouble	58	1996	Probe Entertainment Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	best of the best championship karate	Best of the Best Championship Karate	58	1993	Loriciel SA	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	valis	Valis	58	1991	Riot	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	hardball	HardBall!	58	1991	Accolade, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	awesome possum kicks dr machino s butt	Awesome Possum Kicks Dr. Machino's Butt	58	1993	Tengen Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	ishid the way of stones	Ishidō: The Way of Stones	58	1990	Software Resources International	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	arch rivals	Arch Rivals	58	1992	Midway Manufacturing Company	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	champions world class soccer	Champions World Class Soccer	58	1993	Park Place Productions	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	g loc air battle	G-Loc: Air Battle	58	1991	AM R&D Dept. #2	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	toxic crusaders	Toxic Crusaders	58	1992	Infogrames Europe SA	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	second samurai	Second Samurai	59	1994	Vivid Image	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	target earth	Target Earth	59	1990	NCS Corporation	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	the incredible hulk	The Incredible Hulk	59	1994	Probe Entertainment Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	bimini run	Bimini Run	59	1991	Microsmiths, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	home alone	Home Alone	60	1992	Brian A. Rice, Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	warlock	Warlock	60	1994	Realtime Associates, Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	stormlord	Stormlord	60	1991		https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	super hydlide	Super Hydlide	60	1989	T&E Soft, Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	crossfire	CrossFire	60	1991	A.I Co., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	double dribble the playoff edition	Double Dribble: The Playoff Edition	60	1994	Konami Co., Ltd.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	disney s bonkers	Disney's Bonkers	60	1994	SEGA Interactive Development Division	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	xenon 2 megablast	Xenon 2: Megablast	60	1990	The Bitmap Brothers	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:3/
megadrive	ast rix and the great rescue	Astérix and the Great Rescue	60	1993	Core Design Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	barkley shut up and jam 2	Barkley: Shut Up and Jam 2	60	1995	Accolade, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	caliber 50	Caliber.50	60	1991	SETA Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	bulls vs blazers and the nba playoffs	Bulls vs. Blazers and the NBA Playoffs	60	1993	Electronic Arts, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	altered beast	Altered Beast	60	1988	Team Shinobi	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	usaaf mustang	USAAF Mustang	60	1991	NMK Co. Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	wolverine adamantium rage	Wolverine: Adamantium Rage	61	1994	Teeny Weeny Games, Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	espn national hockey night	ESPN National Hockey Night	61	1994	Park Place Productions	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	f 117 night storm	F-117 Night Storm	61	1993	Electronic Arts, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	nigel mansell s world championship racing	Nigel Mansell's World Championship Racing	61	1993	Gremlin Graphics Software Limited	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	super high impact	Super High Impact	61	1992	Midway Manufacturing Company	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	winter olympics lillehammer 94	Winter Olympics: Lillehammer '94	61	1994	Tiertex Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	hard drivin	Hard Drivin'	61	1990	Atari Games Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	spider man venom maximum carnage	Spider-Man / Venom: Maximum Carnage	61	1994	Software Creations Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:1/
megadrive	cyborg justice	Cyborg Justice	61	1993	Novotrade Software Kft.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	star trek deep space nine crossroads of time	Star Trek: Deep Space Nine - Crossroads of Time	61	1995	Novotrade Software Kft.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	golden axe iii	Golden Axe III	61	1993	SEGA Enterprises Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:2/
megadrive	clay fighter	Clay Fighter	61	1994	Visual Concepts Entertainment, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	todd s adventures in slime world	Todd's Adventures in Slime World	61	1992	Epyx, Inc.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:2/
megadrive	scooby doo mystery	Scooby-Doo Mystery	61	1995	Illusions Gaming Company, The	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	zoom	Zoom!	61	1990		https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	arrow flash	Arrow Flash	61	1990	ITL Co., Ltd.	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:2/
megadrive	alex kidd in the enchanted castle	Alex Kidd in the Enchanted Castle	62	1989	SEGA Enterprises Ltd.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	rings of power	Rings of Power	62	1991	Naughty Dog, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	disney s talespin	Disney's TaleSpin	62	1992	SEGA Interactive Development Division	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	pink goes to hollywood	Pink Goes to Hollywood	62	1993	HeadGames, Inc.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	dino land	Dino Land	62	1991	Wolf Team	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	chase h q ii	Chase H.Q. II	62	1992	ITL Co., Ltd.	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	desert demolition starring road runner and wile e	Desert Demolition Starring Road Runner and  Wile E...	62	1995	BlueSky Software, Inc.	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	virtua fighter 2	Virtua Fighter 2	62	1996	Gaibrain	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	cheese cat astrophe starring speedy gonzales	Cheese Cat-Astrophe starring Speedy Gonzales	62	1995	Cryo Interactive Entertainment	https://www.mobygames.com/game/title:e/platform:genesis/sort:-critic_score/page:1/
megadrive	shadow of the beast	Shadow of the Beast	62	1991	Reflections Interactive Limited	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	world championship soccer ii	World Championship Soccer II	62	1994	Sensible Software	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
megadrive	atomic robo kid	Atomic Robo-Kid	62	1990	UPL Co., Ltd	https://www.mobygames.com/game/title:a/platform:genesis/sort:-critic_score/page:2/
megadrive	pit fighter	Pit-Fighter	62	1991	Atari Games Corporation	https://www.mobygames.com/game/platform:genesis/sort:-critic_score/page:4/
