folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
n64	airboarder 64	Airboarder 64	5.3	5.9	1998-03-27	Human Entertainment	Human Entertainment	MobyGames (n=5)=5.3	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.7, n=74)=5.9; LaunchBox Community=5.9
n64	all star baseball 2001	All-Star Baseball 2001	8.7	7.0	2000-03-30	High Voltage Software	Acclaim Entertainment	GameRankings (n=10)=8.7; MobyGames (n=5)=8.7	GameFAQs community=7.6; LaunchBox community Bayesian (raw 6.4, n=58)=6.5; LaunchBox Community=7.0
n64	all star baseball 99	All-Star Baseball '99	8.5	6.7	1998-05-29	Iguana Entertainment	Acclaim Entertainment	GameRankings (n=16)=8.6; MobyGames (n=5)=8.0	GameFAQs community=7.3; LaunchBox community Bayesian (raw 6.0, n=82)=6.1; LaunchBox Community=6.7
n64	all star tennis 99	All Star Tennis '99	5.9	5.9	1999-06-25	Smart Dog	Ubi Soft Entertainment Software	GameRankings (n=10)=5.5; MobyGames (n=5)=6.6	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.4, n=72)=6.5; LaunchBox Community=5.9
n64	armorines project s w a r m	Armorines: Project S.W.A.R.M	6.3	6.1	1999-12-09	Acclaim Studios London	Acclaim Entertainment	GameRankings (n=13)=6.1; MobyGames (n=5)=6.8	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.1, n=99)=6.2
n64	army men air combat	Army Men: Air Combat	7.8	7.0	2000-07-18	3DO	3DO	GameRankings (n=12)=7.8	GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.2, n=100)=7.2; LaunchBox Community=7.0
n64	army men sarge s heroes	Army Men: Sarge's Heroes	6.0	6.7	1999-09-29	3DO	3DO	GameRankings (n=17)=6.2; MobyGames (n=5)=5.6	GameFAQs community=6.5; LaunchBox community Bayesian (raw 6.8, n=106)=6.8; LaunchBox Community=6.7
n64	asteroids hyper 64	Asteroids Hyper 64	5.5	6.0	1999-12-15	Syrox Developments	Crave Entertainment	GameRankings (n=9)=5.7; MobyGames (n=5)=5.2	GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.0, n=78)=6.1
n64	automobili lamborghini	Automobili Lamborghini	7.0	6.0	1997-11-30	Titus Interactive	Titus Interactive	GameRankings (n=11)=7.0; MobyGames (n=5)=7.0	GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.1, n=109)=6.2; LaunchBox Community=6.0
n64	bakuretsu muteki bangai o	Bakuretsu Muteki Bangai-O		7.9					GameFAQs community=7.9; Legacy community=7.9
n64	banjo kazooie	Banjo-Kazooie	9.2	8.9	1998-06-29	Rare	Nintendo	Metacritic=9.2; GameRankings (n=15)=9.2; MobyGames (n=5)=9.1	Metacritic users=9.0; GameFAQs community=8.7; LaunchBox community Bayesian (raw 8.9, n=732)=8.9
n64	banjo tooie	Banjo-Tooie	9.0	8.7	2000-11-20	Rare	Nintendo	Metacritic=9.0; GameRankings (n=17)=9.1; MobyGames (n=5)=8.7	Metacritic users=8.8; GameFAQs community=8.6; LaunchBox community Bayesian (raw 8.6, n=432)=8.6; Legacy community=8.7
n64	bassmasters 2000	Bassmasters 2000	6.2	6.4	1999-12-16	Mass Media	THQ	GameRankings (n=8)=6.3; MobyGames (n=5)=6.1	GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.0, n=48)=6.2; LaunchBox Community=6.4
n64	batman beyond return of the joker	Batman Beyond: Return of the Joker	3.0	5.3	2000-10-31	Kemco	Ubi Soft Entertainment Software	MobyGames (n=5)=3.0	GameFAQs community=4.4; LaunchBox community Bayesian (raw 6.0, n=106)=6.1; LaunchBox Community=5.3
n64	battletanx	BattleTanx	7.7	6.8	1998-12-29	3DO	3DO	GameRankings (n=13)=7.9; MobyGames (n=5)=7.1	GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.6, n=100)=6.6; LaunchBox Community=6.8
n64	battletanx global assault	BattleTanx: Global Assault	7.5	7.3	1999-10-12	3DO	3DO	GameRankings (n=14)=7.6; MobyGames (n=5)=7.3	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.1, n=100)=7.1; LaunchBox Community=7.3
n64	battlezone rise of the black dogs	Battlezone: Rise of the Black Dogs	5.7	6.6	2000-03-01	Climax	Crave Entertainment	GameRankings (n=11)=5.6; MobyGames (n=5)=5.8	GameFAQs community=7.3; LaunchBox community Bayesian (raw 5.9, n=67)=6.0; LaunchBox Community=6.6
n64	beetle adventure racing	Beetle Adventure Racing!	8.8	7.8	1999-02-28	Paradigm Entertainment	Electronic Arts	Metacritic=9.0; GameRankings (n=12)=8.9; MobyGames (n=5)=8.6	Metacritic users=8.0; GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.7, n=199)=7.7; Legacy community=7.8
n64	big mountain 2000	Big Mountain 2000	6.5	6.4	1998-12-26	Genki	Imagineer	GameRankings (n=6)=6.7; MobyGames (n=5)=6.3	GameFAQs community=6.9; LaunchBox community Bayesian (raw 5.7, n=66)=5.9; LaunchBox Community=6.4
n64	bio f r e a k s	Bio F.R.E.A.K.S	6.9	5.8	1998-05-19	Saffire	Midway Home Entertainment	GameRankings (n=13)=6.8; MobyGames (n=5)=7.1	LaunchBox community Bayesian (raw 5.6, n=78)=5.8; LaunchBox Community=5.8
n64	blast corps	Blast Corps	8.9	7.8	1997-02-28	Rare	Nintendo	Metacritic=9.0; GameRankings (n=19)=8.9; MobyGames (n=5)=8.7	Metacritic users=8.3; GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.8, n=185)=7.8
n64	blues brothers 2000	Blues Brothers 2000	5.5	5.3	2000-11-17	Player 1	Titus Software	GameRankings (n=9)=5.1; MobyGames (n=5)=6.1	GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.1, n=65)=5.4; LaunchBox Community=5.3
n64	body harvest	Body Harvest	7.7	7.4	1998-10-20	DMA Design	Gremlin Interactive	Metacritic=7.3; GameRankings (n=14)=7.7; MobyGames (n=5)=8.0	Metacritic users=8.1; GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.9, n=118)=6.9; Legacy community=7.4
n64	bomberman 64	Bomberman 64	7.0	7.5	1997-09-26	Hudson Soft	Nintendo	GameRankings (n=14)=6.9; MobyGames (n=5)=7.2	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.5, n=208)=7.5
n64	bomberman 64 the second attack	Bomberman 64: The Second Attack!	6.7	7.7	1999-12-03	Hudson Soft	Vatical Entertainment	GameRankings (n=5)=6.9; MobyGames (n=5)=6.6	GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.6, n=122)=7.6; LaunchBox Community=7.7
n64	bomberman hero	Bomberman Hero	6.1	7.3	1998-04-30	Hudson Soft	Nintendo	GameRankings (n=12)=5.8; MobyGames (n=5)=6.6	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.4, n=139)=7.4; LaunchBox Community=7.3
n64	bottom of the 9th	Bottom of the 9th	6.2	5.6	1999-04-14	Konami Computer Entertainment Osaka	Konami	MobyGames (n=5)=6.2	GameFAQs community=6.8; LaunchBox community Bayesian (raw 3.9, n=42)=4.5; LaunchBox Community=5.6
n64	brunswick circuit pro bowling	Brunswick Circuit Pro Bowling	6.2	6.6	1999-12-22	Point of View	THQ	MobyGames (n=5)=6.2	GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.1, n=53)=6.2; LaunchBox Community=6.6
n64	buck bumble	Buck Bumble	7.2	6.7	1998-09-30	Argonaut Games	Ubi Soft Entertainment Software	GameRankings (n=10)=7.0; MobyGames (n=5)=7.5	GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.0, n=101)=7.0; LaunchBox Community=6.7
n64	bust a move 2 arcade edition	Bust-A-Move 2: Arcade Edition	8.1	7.4	1998-04-30	Probe Entertainment	Acclaim Entertainment	GameRankings (n=9)=8.1	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.3, n=90)=7.3; LaunchBox Community=7.4
n64	bust a move 99	Bust-a-Move '99	7.9	7.6	1999-04-01	Distinctive Developments	Acclaim Entertainment	GameRankings (n=9)=7.9	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.7, n=94)=7.6; LaunchBox Community=7.6
n64	california speed	California Speed	4.7	6.4	1999-02-28	Atari Games	Midway Home Entertainment	GameRankings (n=9)=4.3; MobyGames (n=5)=5.2	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.4, n=98)=6.5
n64	carmageddon 64	Carmageddon 64	2.9	4.5	1999-08-25	Software Creations	SCi Games	GameRankings (n=6)=2.9	GameFAQs community=3.8; LaunchBox community Bayesian (raw 5.0, n=91)=5.2; LaunchBox Community=4.5
n64	castlevania	Castlevania	7.5	6.9	1998-12-31	Konami Computer Entertainment Kobe	Konami	Metacritic=7.8; GameRankings (n=12)=7.3; MobyGames (n=5)=8.0	Metacritic users=7.2; GameFAQs community=6.4; LaunchBox community Bayesian (raw 7.1, n=206)=7.1; Legacy community=6.9
n64	castlevania legacy of darkness	Castlevania: Legacy of Darkness	6.6	7.3	1999-12-06	Konami Computer Entertainment Kobe	Konami	GameRankings (n=10)=6.4; MobyGames (n=5)=7.1	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.4, n=225)=7.4; LaunchBox Community=7.3
n64	centre court tennis	Centre Court Tennis	7.8	6.2	1998-10-09	Hudson Soft	Hudson Soft	MobyGames (n=5)=7.8	LaunchBox community Bayesian (raw 6.1, n=50)=6.2; LaunchBox Community=6.2
n64	chameleon twist	Chameleon Twist	6.2	6.5	1997-12-06	Japan System Supply	Sunsoft	GameRankings (n=8)=5.9; MobyGames (n=5)=6.6	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.6, n=79)=6.6; LaunchBox Community=6.5
n64	charlie blasts territory	Charlie Blasts Territory	6.0	6.2	1999-04-02	Realtime Associates	Kemco U.S.A.	GameRankings (n=8)=5.7; MobyGames (n=5)=6.6	LaunchBox community Bayesian (raw 6.1, n=55)=6.2; LaunchBox Community=6.2
n64	chopper attack	Chopper Attack	5.9	6.3	1997-11-28	SETA	SETA	GameRankings (n=10)=5.4; MobyGames (n=5)=6.7	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.4, n=65)=6.5; LaunchBox Community=6.3
n64	clay fighter 63 1 3	Clay Fighter 63 1-3	4.9	6.5	1997-10-23	Interplay Entertainment	Interplay Entertainment	GameRankings (n=13)=4.8; MobyGames (n=5)=5.2	LaunchBox community Bayesian (raw 6.4, n=87)=6.5; LaunchBox Community=6.5
n64	clayfighter sculptor s cut	ClayFighter: Sculptor's Cut	4.3	6.8	1998-05-15	Interplay Productions	Interplay Productions	MobyGames (n=5)=4.3	LaunchBox community Bayesian (raw 6.8, n=90)=6.8
n64	command and conquer	Command & Conquer	7.8	6.8	1999-06-29	Looking Glass Studios	Nintendo	GameRankings (n=14)=7.8; MobyGames (n=5)=7.7	GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.5, n=74)=6.6; LaunchBox Community=6.8
n64	conker s bad fur day	Conker's Bad Fur Day	8.9	8.6	2001-03-04	Rare	THQ	Metacritic=9.2; GameRankings (n=33)=8.9; MobyGames (n=5)=8.9	Metacritic users=8.8; GameFAQs community=8.4; LaunchBox community Bayesian (raw 8.7, n=482)=8.7; Legacy community=8.6
n64	cruis n exotica	Cruis'n Exotica	5.6	7.0	2000-10-16	Gratuitous Games	Midway Home Entertainment	Metacritic=4.3; GameRankings (n=8)=5.6; MobyGames (n=5)=5.8	Metacritic users=6.6; GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.4, n=123)=7.4; Legacy community=7.0
n64	cruis n usa	Cruis'n USA	5.0	7.1	1996-12-03	Williams Entertainment	Nintendo	GameRankings (n=16)=5.1; MobyGames (n=5)=5.0	GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.4, n=242)=7.4; LaunchBox Community=7.1
n64	cruis n world	Cruis'n World	6.4	7.4	1998-06-25	Eurocom Entertainment Software	Nintendo of America	GameRankings (n=14)=6.3; MobyGames (n=5)=6.9	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.5, n=163)=7.5; LaunchBox Community=7.4
n64	custom robo	Custom Robo		7.4	1999-12-08	Noise	Nintendo		GameFAQs community=7.8; LaunchBox community Bayesian (raw 7.0, n=43)=7.0; LaunchBox Community=7.4
n64	cyber tiger	Cyber Tiger	6.5	6.2	2000-03-08	Saffire	Electronic Arts	GameRankings (n=13)=6.5; MobyGames (n=5)=6.6	LaunchBox community Bayesian (raw 6.1, n=51)=6.2; LaunchBox Community=6.2
n64	dark rift	Dark Rift	5.9	5.9	1997-07-08	Kronos Digital Entertainment	Vic Tokai	GameRankings (n=10)=5.7; MobyGames (n=5)=6.3	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.1, n=76)=6.2; LaunchBox Community=5.9
n64	deadly arts	Deadly Arts	4.7	5.6	1998-03-26	Konami Computer Entertainment Osaka	Konami	GameRankings (n=7)=4.1; MobyGames (n=5)=5.5	GameFAQs community=5.5; LaunchBox community Bayesian (raw 5.5, n=61)=5.7; LaunchBox Community=5.6
n64	destruction derby 64	Destruction Derby 64	6.4	7.1	1999-09-30	Looking Glass Studios	THQ	GameRankings (n=10)=6.4; MobyGames (n=5)=6.6	GameFAQs community=7.3; LaunchBox community Bayesian (raw 6.9, n=97)=6.9; LaunchBox Community=7.1
n64	dezaemon 3d	Dezaemon 3D		7.0	1998-06-26	Athena	Athena		GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.2, n=27)=7.1; LaunchBox Community=7.0
n64	diddy kong racing	Diddy Kong Racing	8.9	8.3	1997-11-24	Rare	Nintendo	Metacritic=8.8; GameRankings (n=20)=8.9; MobyGames (n=5)=9.0	Metacritic users=8.4; GameFAQs community=7.9; LaunchBox community Bayesian (raw 8.6, n=523)=8.6; Legacy community=8.3
n64	disney s donald duck goin quackers	Disney's Donald Duck: Goin' Quackers	7.1	6.8	2000	Ubi Soft SARL		GameRankings (n=7)=7.0; MobyGames (n=5)=7.3	GameFAQs community=6.8
n64	disney s tarzan	Disney's Tarzan	7.1	6.4	2000	Eurocom Developments Ltd		GameRankings (n=14)=7.1; MobyGames (n=5)=7.2	GameFAQs community=6.4
n64	donkey kong 64	Donkey Kong 64	8.7	8.3	1999-11-24	Rare	Nintendo	Metacritic=9.0; GameRankings (n=29)=8.7; MobyGames (n=5)=9.0	Metacritic users=8.5; GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.4, n=506)=8.4; Legacy community=8.3
n64	doom 64	Doom 64	7.5	7.7	1997-03-31	Midway Home Entertainment	Midway Home Entertainment	GameRankings (n=12)=7.3; MobyGames (n=5)=8.0	GameFAQs community=7.4; LaunchBox community Bayesian (raw 8.0, n=226)=8.0; LaunchBox Community=7.7
n64	dr mario 64	Dr. Mario 64	7.1	7.1	2001-04-08	Nintendo	Nintendo	Metacritic=7.1; GameRankings (n=10)=7.0; MobyGames (n=5)=7.3	Metacritic users=6.8; GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.3, n=157)=7.3; Legacy community=7.1
n64	dual heroes	Dual Heroes	4.1	5.7	1997-12-05	Produce!	Electro Brain	GameRankings (n=4)=4.0; MobyGames (n=5)=4.2	GameFAQs community=6.2; LaunchBox community Bayesian (raw 5.0, n=53)=5.3; LaunchBox Community=5.7
n64	duck dodgers starring daffy duck	Duck Dodgers Starring Daffy Duck	7.3	6.7	2000-08-15	Paradigm Entertainment	Infogrames	GameRankings (n=11)=7.3	LaunchBox community Bayesian (raw 6.7, n=88)=6.7
n64	duke nukem 64	Duke Nukem 64	7.4	7.4	1997-10-31	Eurocom Entertainment Software	GT Interactive Software	GameRankings (n=15)=7.4	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.5, n=151)=7.5; LaunchBox Community=7.4
n64	duke nukem zer0 h0ur	Duke Nukem: ZER0 H0UR
n64	earthworm jim 3d	Earthworm Jim 3D	6.1	6.3	1999-11-04	VIS Entertainment	Rockstar Games	GameRankings (n=17)=5.9; MobyGames (n=5)=6.6	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.4, n=106)=6.5; LaunchBox Community=6.3
n64	ecw hardcore revolution	ECW Hardcore Revolution	5.9	5.7	2000-02-17	Acclaim Studios Salt Lake City	Acclaim Entertainment	GameRankings (n=11)=5.7; MobyGames (n=5)=6.3	GameFAQs community=5.2; LaunchBox community Bayesian (raw 6.0, n=51)=6.2; LaunchBox Community=5.7
n64	elmo s letter adventure	Elmo's Letter Adventure
n64	elmo s number journey	Elmo's Number Journey
n64	excitebike 64	Excitebike 64	8.9	7.6	2000-04-30	Left Field Productions	Nintendo	Metacritic=8.8; GameRankings (n=27)=8.9; MobyGames (n=5)=8.6	Metacritic users=8.4; GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.1, n=141)=7.1; Legacy community=7.6
n64	extreme g	Extreme-G	8.4	7.5	1997-09-30	Probe Entertainment	Acclaim Entertainment	Metacritic=8.2; GameRankings (n=10)=8.4; MobyGames (n=5)=8.6	Metacritic users=8.1; GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.2, n=130)=7.2; Legacy community=7.5
n64	extreme g xg2	Extreme-G: XG2	8.1	7.5	1998-11-17	Probe Entertainment	Acclaim Entertainment	MobyGames (n=5)=8.1	LaunchBox community Bayesian (raw 7.5, n=95)=7.5
n64	f 1 pole position 64	F-1 Pole Position 64	6.0	6.0	1997-03-28	Human Entertainment	Human Entertainment	GameRankings (n=16)=5.8; MobyGames (n=5)=6.8	LaunchBox community Bayesian (raw 5.8, n=66)=6.0; LaunchBox Community=6.0
n64	f 1 world grand prix	F-1 World Grand Prix	7.9	7.2	1998-07-31	Paradigm Entertainment	Video System	GameRankings (n=15)=7.8; MobyGames (n=5)=8.2	GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.4, n=88)=7.4; LaunchBox Community=7.2
n64	f 1 world grand prix ii	F-1 World Grand Prix II	8.1	7.4	1999-09-30	Paradigm Entertainment	Video System	MobyGames (n=5)=8.1	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.7, n=64)=7.6; LaunchBox Community=7.4
n64	f zero x	F-Zero X	8.7	8.5	1998-09-30	Nintendo EAD	Nintendo	Metacritic=8.5; GameRankings (n=18)=8.8; MobyGames (n=5)=8.7	Metacritic users=8.7; GameFAQs community=8.1; LaunchBox community Bayesian (raw 8.6, n=386)=8.6; Legacy community=8.5
n64	f1 racing championship	F1 Racing Championship	8.0	7.7	2000-12-08	Ubi Soft Paris Studios	Video System	MobyGames (n=5)=8.0	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.9, n=61)=7.8; LaunchBox Community=7.7
n64	fifa 99	FIFA 99	8.4	7.1	1998-12-08	Software Creations	Electronic Arts	GameRankings (n=12)=8.3; MobyGames (n=5)=8.8	GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.3, n=68)=7.3; LaunchBox Community=7.1
n64	fifa road to world cup 98	FIFA: Road to World Cup 98	8.4	7.1	1997-12-20	Electronic Arts Canada	Electronic Arts	GameRankings (n=6)=8.5; MobyGames (n=5)=8.4	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.0, n=74)=7.0; LaunchBox Community=7.1
n64	fifa soccer 64	FIFA Soccer 64	5.9	5.3	1997-03-27	Extended Play Productions	Electronic Arts	GameRankings (n=11)=6.1; MobyGames (n=5)=5.5	GameFAQs community=5.0; LaunchBox community Bayesian (raw 5.3, n=65)=5.5
n64	fighters destiny	Fighters Destiny	7.8	6.7	1998-01-26	Genki	Ocean Software	GameRankings (n=12)=7.7; MobyGames (n=5)=8.1	GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.8, n=82)=6.8; LaunchBox Community=6.7
n64	fighting force 64	Fighting Force 64	5.5	7.2	1999-05-26	Core Design	Crave Entertainment	GameRankings (n=15)=5.5	GameFAQs community=6.4; LaunchBox community Bayesian (raw 8.0, n=98)=7.9; LaunchBox Community=7.2
n64	flying dragon	Flying Dragon	6.1	7.3	1997-12-18	Culture Brain	Natsume	GameRankings (n=4)=5.5; MobyGames (n=5)=6.7	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.3, n=66)=7.3
n64	forsaken 64	Forsaken 64	7.8	6.8	1998-05-26	Iguana UK	Acclaim Entertainment	GameRankings (n=15)=7.5; MobyGames (n=5)=8.5	GameFAQs community=6.2; LaunchBox community Bayesian (raw 7.4, n=92)=7.4; LaunchBox Community=6.8
n64	fox sports college hoops 99	Fox Sports College Hoops '99	5.2	5.8	1998-11-23	Z-Axis	Fox Interactive	GameRankings (n=8)=5.5; MobyGames (n=5)=4.6	GameFAQs community=6.3; LaunchBox community Bayesian (raw 4.9, n=33)=5.4; LaunchBox Community=5.8
n64	frogger 2	Frogger 2
n64	fushigi no dungeon fuurai no shiren 2 oni shuurai shiren jou	Fushigi no Dungeon: Fuurai no Shiren 2: Oni Shuurai! Shiren-jou!		7.7					GameFAQs community=7.7
n64	gauntlet legends	Gauntlet Legends	7.1	7.6	1999-09-29	Atari Games	Midway Home Entertainment	GameRankings (n=15)=7.1; MobyGames (n=5)=7.1	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.7, n=109)=7.6
n64	gex 3 deep cover gecko	Gex 3: Deep Cover Gecko	6.7	7.0	1999-09-29	Gratuitous Games	Crave Entertainment	GameRankings (n=12)=6.5; MobyGames (n=5)=7.1	GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.1, n=74)=7.1; LaunchBox Community=7.0
n64	gex 64 enter the gecko	Gex 64: Enter the Gecko	6.0	6.9	1998-08-26	Realtime Associates	Midway Home Entertainment	GameRankings (n=12)=6.0	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.3, n=96)=7.3; LaunchBox Community=6.9
n64	glover	Glover	7.2	6.5	1998-11-16	Interactive Studios	Hasbro Interactive	GameRankings (n=10)=7.0; MobyGames (n=5)=7.5	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.9, n=105)=6.9; LaunchBox Community=6.5
n64	goemon s great adventure	Goemon's Great Adventure	8.0	7.9	1998-12-23	Konami Computer Entertainment Osaka	Konami	GameRankings (n=7)=8.1; MobyGames (n=5)=7.7	GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.9, n=137)=7.8
n64	golden nugget 64	Golden Nugget 64	6.6	6.4	1998-12-08	Westwood Studios	Electronic Arts	MobyGames (n=5)=6.6	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.5, n=51)=6.6; LaunchBox Community=6.4
n64	goldeneye 007	GoldenEye 007	9.4	8.8	1997-08-25	Rare	Nintendo	Metacritic=9.6; GameRankings (n=21)=9.5; MobyGames (n=5)=9.3	Metacritic users=8.8; GameFAQs community=8.7; LaunchBox community Bayesian (raw 9.0, n=810)=9.0
n64	gt 64 championship edition	GT 64: Championship Edition	5.1	6.3	1998-04-14	Imagineer	Ocean Software	GameRankings (n=13)=4.7; MobyGames (n=5)=6.2	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.3, n=74)=6.4
n64	harvest moon 64	Harvest Moon 64	8.3	8.1	1999-11-30	Victor Interactive Software	Natsume	Metacritic=7.8; GameRankings (n=15)=8.4; MobyGames (n=5)=8.0	Metacritic users=8.0; GameFAQs community=8.6; LaunchBox community Bayesian (raw 7.8, n=115)=7.7; Legacy community=8.1
