folder	key	title	score	reviews	year	id	link
dreamcast	18 wheeler american pro trucker	18 Wheeler: American Pro Trucker	63.58	28	2001	437055	http://www.gamerankings.com/dreamcast/437055-18-wheeler-american-pro-trucker/index.html
dreamcast	4 wheel thunder	4 Wheel Thunder	75.51	19	2000	196518	http://www.gamerankings.com/dreamcast/196518-4-wheel-thunder/index.html
dreamcast	4x4 evolution	4x4 Evolution	78.15	20	2000	914204	http://www.gamerankings.com/dreamcast/914204-4x4-evolution/index.html
dreamcast	aerowings	AeroWings	72.18	17	1999	196552	http://www.gamerankings.com/dreamcast/196552-aerowings/index.html
dreamcast	aerowings 2 air strike	AeroWings 2: Air Strike	69.48	23	2000	259173	http://www.gamerankings.com/dreamcast/259173-aerowings-2-air-strike/index.html
dreamcast	airforce delta	AirForce Delta	65.91	15	1999	196566	http://www.gamerankings.com/dreamcast/196566-airforce-delta/index.html
dreamcast	alien front online	Alien Front Online	77.25	17	2001	914120	http://www.gamerankings.com/dreamcast/914120-alien-front-online/index.html
dreamcast	alone in the dark the new nightmare	Alone in the Dark: The New Nightmare	73.62	23	2001	196595	http://www.gamerankings.com/dreamcast/196595-alone-in-the-dark-the-new-nightmare/index.html
dreamcast	armada	Armada	75.56	19	1999	196628	http://www.gamerankings.com/dreamcast/196628-armada/index.html
dreamcast	army men sarge s heroes	Army Men: Sarge's Heroes	55.5	10	2000	257232	http://www.gamerankings.com/dreamcast/257232-army-men-sarges-heroes/index.html
dreamcast	atari anniversary edition	Atari Anniversary Edition	61.5	10	2001	526672	http://www.gamerankings.com/dreamcast/526672-atari-anniversary-edition/index.html
dreamcast	bang gunship elite	BANG! Gunship Elite	64.25	8	2000	448828	http://www.gamerankings.com/dreamcast/448828-bang-gunship-elite/index.html
dreamcast	bangai o	Bangai-O	84.53	15	2001	196683	http://www.gamerankings.com/dreamcast/196683-bangai-o/index.html
dreamcast	blue stinger	Blue Stinger	69.82	22	1999	196791	http://www.gamerankings.com/dreamcast/196791-blue-stinger/index.html
dreamcast	bomberman online	Bomberman Online	83.66	11	2001	470431	http://www.gamerankings.com/dreamcast/470431-bomberman-online/index.html
dreamcast	bust a move 4	Bust-A-Move 4	78.25	12	2000	257545	http://www.gamerankings.com/dreamcast/257545-bust-a-move-4/index.html
dreamcast	caesars palace 2000 millennium gold edition	Caesars Palace 2000: Millennium Gold Edition	45.17	6	2000	376321	http://www.gamerankings.com/dreamcast/376321-caesars-palace-2000-millennium-gold-edition/index.html
dreamcast	cannon spike	Cannon Spike	69.69	25	2000	913914	http://www.gamerankings.com/dreamcast/913914-cannon-spike/index.html
dreamcast	capcom vs snk	Capcom vs. SNK	80.6	15	2000	198680	http://www.gamerankings.com/dreamcast/198680-capcom-vs-snk/index.html
dreamcast	carrier	Carrier	70.32	18	2000	196876	http://www.gamerankings.com/dreamcast/196876-carrier/index.html
dreamcast	cart flag to flag	CART Flag to Flag	62.3	10	1999	196877	http://www.gamerankings.com/dreamcast/196877-cart-flag-to-flag/index.html
dreamcast	centipede	Centipede	53.52	10	1999	196892	http://www.gamerankings.com/dreamcast/196892-centipede/index.html
dreamcast	championship surfer	Championship Surfer	58.42	12	2000	914324	http://www.gamerankings.com/dreamcast/914324-championship-surfer/index.html
dreamcast	charge n blast	Charge 'N Blast	63.38	12	2001	468521	http://www.gamerankings.com/dreamcast/468521-charge-n-blast/index.html
dreamcast	chicken run	Chicken Run	62.55	14	2000	434290	http://www.gamerankings.com/dreamcast/434290-chicken-run/index.html
dreamcast	chuchu rocket	ChuChu Rocket!	85.62	34	2000	196919	http://www.gamerankings.com/dreamcast/196919-chuchu-rocket/index.html
dreamcast	coaster works	Coaster Works	69.38	7	2000	365384	http://www.gamerankings.com/dreamcast/365384-coaster-works/index.html
dreamcast	confidential mission	Confidential Mission	67.83	25	2001	431736	http://www.gamerankings.com/dreamcast/431736-confidential-mission/index.html
dreamcast	conflict zone	Conflict Zone	54.2	5	2001	468716	http://www.gamerankings.com/dreamcast/468716-conflict-zone/index.html
dreamcast	crazy taxi	Crazy Taxi	90.19	37	2000	196990	http://www.gamerankings.com/dreamcast/196990-crazy-taxi/index.html
dreamcast	crazy taxi 2	Crazy Taxi 2	83.12	35	2001	459969	http://www.gamerankings.com/dreamcast/459969-crazy-taxi-2/index.html
dreamcast	cyber troopers virtual on oratorio tangram	Cyber Troopers Virtual On: Oratorio Tangram	79.88	26	2000	256512	http://www.gamerankings.com/dreamcast/256512-cyber-troopers-virtual-on-oratorio-tangram/index.html
dreamcast	d2	D2	65.33	13	2000	197029	http://www.gamerankings.com/dreamcast/197029-d2/index.html
dreamcast	dance dance revolution 2nd mix	Dance Dance Revolution 2nd Mix	80.67	3	2000	197035	http://www.gamerankings.com/dreamcast/197035-dance-dance-revolution-2nd-mix/index.html
dreamcast	dave mirra freestyle bmx	Dave Mirra Freestyle BMX	76.19	21	2000	378423	http://www.gamerankings.com/dreamcast/378423-dave-mirra-freestyle-bmx/index.html
dreamcast	daytona usa	Daytona USA	83.48	32	2001	437903	http://www.gamerankings.com/dreamcast/437903-daytona-usa/index.html
dreamcast	dead or alive 2	Dead or Alive 2	91.37	39	2000	197066	http://www.gamerankings.com/dreamcast/197066-dead-or-alive-2/index.html
dreamcast	death crimson ox	Death Crimson OX	51.5	8	2001	522431	http://www.gamerankings.com/dreamcast/522431-death-crimson-ox/index.html
dreamcast	deep fighter	Deep Fighter	69.18	17	2000	197079	http://www.gamerankings.com/dreamcast/197079-deep-fighter/index.html
dreamcast	demolition racer no exit	Demolition Racer: No Exit	76.39	23	2000	255838	http://www.gamerankings.com/dreamcast/255838-demolition-racer-no-exit/index.html
dreamcast	dino crisis	Dino Crisis	71.85	13	2000	371185	http://www.gamerankings.com/dreamcast/371185-dino-crisis/index.html
dreamcast	disney pixar buzz lightyear of star command	Disney/Pixar Buzz Lightyear of Star Command	56.95	19	2000	365080	http://www.gamerankings.com/dreamcast/365080-disneypixar-buzz-lightyear-of-star-command/index.html
dreamcast	disney pixar toy story 2 buzz lightyear to the rescue	Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!	58.8	20	2000	314068	http://www.gamerankings.com/dreamcast/314068-/index.html
dreamcast	disney s 102 dalmatians puppies to the rescue	Disney's 102 Dalmatians: Puppies to the Rescue	73.67	6	2000	913899	http://www.gamerankings.com/dreamcast/913899-disneys-102-dalmatians-puppies-to-the-rescue/index.html
dreamcast	disney s dinosaur	Disney's Dinosaur	49.2	5	2000	457802	http://www.gamerankings.com/dreamcast/457802-disneys-dinosaur/index.html
dreamcast	disney s donald duck goin quackers	Disney's Donald Duck: Goin' Quackers	70.2	10	2000	453386	http://www.gamerankings.com/dreamcast/453386-disneys-donald-duck-goin-quackers/index.html
dreamcast	draconus cult of the wyrm	Draconus: Cult of the Wyrm	73.35	20	2000	197145	http://www.gamerankings.com/dreamcast/197145-draconus-cult-of-the-wyrm/index.html
dreamcast	dragon riders chronicles of pern	Dragon Riders: Chronicles of Pern	50.52	7	2001	257235	http://www.gamerankings.com/dreamcast/257235-dragon-riders-chronicles-of-pern/index.html
dreamcast	ducati world racing challenge	Ducati World Racing Challenge	38.87	13	2001	434597	http://www.gamerankings.com/dreamcast/434597-ducati-world-racing-challenge/index.html
dreamcast	dynamite cop	Dynamite Cop!	57.57	21	1999	197191	http://www.gamerankings.com/dreamcast/197191-dynamite-cop/index.html
dreamcast	ecco the dolphin defender of the future	Ecco the Dolphin: Defender of the Future	81.04	29	2000	197205	http://www.gamerankings.com/dreamcast/197205-ecco-the-dolphin-defender-of-the-future/index.html
dreamcast	ecw anarchy rulz	ECW Anarchy Rulz	45	3	2000	453245	http://www.gamerankings.com/dreamcast/453245-ecw-anarchy-rulz/index.html
dreamcast	ecw hardcore revolution	ECW Hardcore Revolution	43.79	14	2000	197208	http://www.gamerankings.com/dreamcast/197208-ecw-hardcore-revolution/index.html
dreamcast	elemental gimmick gear	Elemental Gimmick Gear	70.51	15	1999	197219	http://www.gamerankings.com/dreamcast/197219-elemental-gimmick-gear/index.html
dreamcast	es	Es	82.67	3	2001	580694	http://www.gamerankings.com/dreamcast/580694-es/index.html
dreamcast	espn international track and field	ESPN International Track & Field	66.86	14	2000	349651	http://www.gamerankings.com/dreamcast/349651-espn-international-track-and-field/index.html
dreamcast	espn nba 2night	ESPN NBA 2Night	27.56	9	2000	198094	http://www.gamerankings.com/dreamcast/198094-espn-nba-2night/index.html
dreamcast	evil dead hail to the king	Evil Dead: Hail to the King	49	20	2000	365383	http://www.gamerankings.com/dreamcast/365383-evil-dead-hail-to-the-king/index.html
dreamcast	evolution	Evolution	66.68	19	1999	197249	http://www.gamerankings.com/dreamcast/197249-evolution/index.html
dreamcast	evolution 2	Evolution 2	65.85	17	2000	250583	http://www.gamerankings.com/dreamcast/250583-evolution-2/index.html
dreamcast	expendable	Expendable	61.96	25	1999	197255	http://www.gamerankings.com/dreamcast/197255-expendable/index.html
dreamcast	f1 world grand prix	F1 World Grand Prix	75.39	21	2000	197273	http://www.gamerankings.com/dreamcast/197273-f1-world-grand-prix/index.html
dreamcast	f355 challenge passione rossa	F355 Challenge: Passione Rossa	86.13	30	2000	257797	http://www.gamerankings.com/dreamcast/257797-f355-challenge-passione-rossa/index.html
dreamcast	fatal fury mark of the wolves	Fatal Fury: Mark of the Wolves	89	5	2001	475156	http://www.gamerankings.com/dreamcast/475156-fatal-fury-mark-of-the-wolves/index.html
dreamcast	fighting force 2	Fighting Force 2	49.84	17	1999	197330	http://www.gamerankings.com/dreamcast/197330-fighting-force-2/index.html
dreamcast	floigan bros episode 1	Floigan Bros. Episode 1	66.54	20	2001	197359	http://www.gamerankings.com/dreamcast/197359-floigan-bros-episode-1/index.html
dreamcast	frogger 2 swampy s revenge	Frogger 2: Swampy's Revenge	75.25	6	2000	367585	http://www.gamerankings.com/dreamcast/367585-frogger-2-swampys-revenge/index.html
dreamcast	fur fighters	Fur Fighters	79.47	19	2000	197409	http://www.gamerankings.com/dreamcast/197409-fur-fighters/index.html
dreamcast	gauntlet legends	Gauntlet Legends	73.55	24	2000	197430	http://www.gamerankings.com/dreamcast/197430-gauntlet-legends/index.html
dreamcast	ghost blade	Ghost Blade	66.67	3	2015	699489	http://www.gamerankings.com/dreamcast/699489-ghost-blade/index.html
dreamcast	giga wing	Giga Wing	50.79	14	2000	197450	http://www.gamerankings.com/dreamcast/197450-giga-wing/index.html
dreamcast	giga wing 2	Giga Wing 2	64.1	13	2001	479801	http://www.gamerankings.com/dreamcast/479801-giga-wing-2/index.html
dreamcast	godzilla generations	Godzilla Generations	29.67	3	1998	197457	http://www.gamerankings.com/dreamcast/197457-godzilla-generations/index.html
dreamcast	grand theft auto 2	Grand Theft Auto 2	70.8	10	2000	197479	http://www.gamerankings.com/dreamcast/197479-grand-theft-auto-2/index.html
dreamcast	grandia ii	Grandia II	88.81	31	2000	197485	http://www.gamerankings.com/dreamcast/197485-grandia-ii/index.html
dreamcast	guilty gear x	Guilty Gear X	89.33	3	2000	340773	http://www.gamerankings.com/dreamcast/340773-guilty-gear-x/index.html
dreamcast	gunbird 2	Gunbird 2	69.53	19	2000	197507	http://www.gamerankings.com/dreamcast/197507-gunbird-2/index.html
dreamcast	gundam side story 0079 rise from the ashes	Gundam Side Story 0079: Rise from the Ashes	74.56	18	2000	197508	http://www.gamerankings.com/dreamcast/197508-gundam-side-story-0079-rise-from-the-ashes/index.html
dreamcast	heavy metal geomatrix	Heavy Metal: Geomatrix	62.42	12	2001	459965	http://www.gamerankings.com/dreamcast/459965-heavy-metal-geomatrix/index.html
dreamcast	hidden and dangerous	Hidden & Dangerous	71.18	17	2000	258516	http://www.gamerankings.com/dreamcast/258516-hidden-and-dangerous/index.html
dreamcast	hoyle casino	Hoyle Casino	74.5	6	2000	577923	http://www.gamerankings.com/dreamcast/577923-hoyle-casino/index.html
dreamcast	hydro thunder	Hydro Thunder	78.52	30	1999	197594	http://www.gamerankings.com/dreamcast/197594-hydro-thunder/index.html
dreamcast	illbleed	Illbleed	64.57	17	2001	250596	http://www.gamerankings.com/dreamcast/250596-illbleed/index.html
dreamcast	incoming	Incoming	62.29	15	1999	197621	http://www.gamerankings.com/dreamcast/197621-incoming/index.html
dreamcast	industrial spy operation espionage	Industrial Spy: Operation Espionage	34.75	4	2000	257234	http://www.gamerankings.com/dreamcast/257234-industrial-spy-operation-espionage/index.html
dreamcast	iron aces	Iron Aces	69.48	11	2001	436470	http://www.gamerankings.com/dreamcast/436470-iron-aces/index.html
dreamcast	jeremy mcgrath supercross 2000	Jeremy McGrath Supercross 2000	42.06	18	2000	197677	http://www.gamerankings.com/dreamcast/197677-jeremy-mcgrath-supercross-2000/index.html
dreamcast	jet grind radio	Jet Grind Radio	91.9	43	2000	197687	http://www.gamerankings.com/dreamcast/197687-jet-grind-radio/index.html
dreamcast	jojo s bizarre adventure	Jojo's Bizarre Adventure	76.38	11	1999	197694	http://www.gamerankings.com/dreamcast/197694-jojos-bizarre-adventure/index.html
dreamcast	kao the kangaroo	KAO the Kangaroo	62.89	14	2001	256404	http://www.gamerankings.com/dreamcast/256404-kao-the-kangaroo/index.html
dreamcast	kiss psycho circus the nightmare child	KISS: Psycho Circus - The Nightmare Child	51.91	11	2000	340136	http://www.gamerankings.com/dreamcast/340136-kiss-psycho-circus-the-nightmare-child/index.html
dreamcast	legacy of kain soul reaver	Legacy of Kain: Soul Reaver	87.94	26	2000	197762	http://www.gamerankings.com/dreamcast/197762-legacy-of-kain-soul-reaver/index.html
dreamcast	looney tunes space race	Looney Tunes: Space Race	77.77	21	2000	370195	http://www.gamerankings.com/dreamcast/370195-looney-tunes-space-race/index.html
dreamcast	mag force racing	Mag Force Racing	62.55	17	2000	913692	http://www.gamerankings.com/dreamcast/913692-mag-force-racing/index.html
dreamcast	maken x	Maken X	71.29	24	1999	197848	http://www.gamerankings.com/dreamcast/197848-maken-x/index.html
dreamcast	mars matrix	Mars Matrix	78.19	16	2001	450810	http://www.gamerankings.com/dreamcast/450810-mars-matrix/index.html
dreamcast	marvel vs capcom 2	Marvel vs. Capcom 2	90.15	29	2000	914427	http://www.gamerankings.com/dreamcast/914427-marvel-vs-capcom-2/index.html
dreamcast	marvel vs capcom clash of super heroes	Marvel vs. Capcom: Clash of Super Heroes	80.13	20	1999	197868	http://www.gamerankings.com/dreamcast/197868-marvel-vs-capcom-clash-of-super-heroes/index.html
dreamcast	mat hoffman s pro bmx	Mat Hoffman's Pro BMX	78.71	15	2001	437423	http://www.gamerankings.com/dreamcast/437423-mat-hoffmans-pro-bmx/index.html
dreamcast	max steel	Max Steel	49.57	7	2001	914325	http://www.gamerankings.com/dreamcast/914325-max-steel/index.html
dreamcast	maximum pool	Maximum Pool	65.38	8	2000	445180	http://www.gamerankings.com/dreamcast/445180-maximum-pool/index.html
dreamcast	mdk2	MDK2	88.08	26	2000	197880	http://www.gamerankings.com/dreamcast/197880-mdk2/index.html
dreamcast	metropolis street racer	Metropolis Street Racer	88.59	32	2001	197914	http://www.gamerankings.com/dreamcast/197914-metropolis-street-racer/index.html
dreamcast	midway s greatest arcade hits volume 1	Midway's Greatest Arcade Hits Volume 1	64	10	2000	257231	http://www.gamerankings.com/dreamcast/257231-midways-greatest-arcade-hits-volume-1/index.html
dreamcast	monaco grand prix	Monaco Grand Prix	70.81	22	1999	197967	http://www.gamerankings.com/dreamcast/197967-monaco-grand-prix/index.html
dreamcast	mortal kombat gold	Mortal Kombat Gold	54.97	18	1999	197991	http://www.gamerankings.com/dreamcast/197991-mortal-kombat-gold/index.html
dreamcast	mr driller	Mr. Driller	82.08	12	2000	259120	http://www.gamerankings.com/dreamcast/259120-mr-driller/index.html
dreamcast	ms pac man maze madness	Ms. Pac-Man Maze Madness	72.3	10	2000	448631	http://www.gamerankings.com/dreamcast/448631-ms-pac-man-maze-madness/index.html
dreamcast	mtv sports skateboarding featuring andy macdonald	MTV Sports: Skateboarding Featuring Andy Macdonald	38.8	5	2000	198011	http://www.gamerankings.com/dreamcast/198011-mtv-sports-skateboarding-featuring-andy-macdonald/index.html
dreamcast	namco museum	Namco Museum	56.63	8	2000	258517	http://www.gamerankings.com/dreamcast/258517-namco-museum/index.html
dreamcast	nba 2k	NBA 2K	88.3	27	1999	198053	http://www.gamerankings.com/dreamcast/198053-nba-2k/index.html
dreamcast	nba 2k1	NBA 2K1	89.69	24	2000	913950	http://www.gamerankings.com/dreamcast/913950-nba-2k1/index.html
dreamcast	nba 2k2	NBA 2K2	92.82	16	2001	516692	http://www.gamerankings.com/dreamcast/516692-nba-2k2/index.html
dreamcast	nba hoopz	NBA Hoopz	70.82	15	2001	458065	http://www.gamerankings.com/dreamcast/458065-nba-hoopz/index.html
dreamcast	nba showtime nba on nbc	NBA Showtime: NBA on NBC	77.94	16	1999	198091	http://www.gamerankings.com/dreamcast/198091-nba-showtime-nba-on-nbc/index.html
dreamcast	ncaa college football 2k2	NCAA College Football 2K2	79.03	13	2001	516694	http://www.gamerankings.com/dreamcast/516694-ncaa-college-football-2k2/index.html
dreamcast	nfl 2k	NFL 2K	91.53	25	1999	198138	http://www.gamerankings.com/dreamcast/198138-nfl-2k/index.html
dreamcast	nfl 2k1	NFL 2K1	94.5	21	2000	914206	http://www.gamerankings.com/dreamcast/914206-nfl-2k1/index.html
dreamcast	nfl 2k2	NFL 2K2	89.35	16	2001	516691	http://www.gamerankings.com/dreamcast/516691-nfl-2k2/index.html
dreamcast	nfl blitz 2000	NFL Blitz 2000	81.53	21	1999	198144	http://www.gamerankings.com/dreamcast/198144-nfl-blitz-2000/index.html
dreamcast	nfl blitz 2001	NFL Blitz 2001	81.33	19	2000	257230	http://www.gamerankings.com/dreamcast/257230-nfl-blitz-2001/index.html
dreamcast	nfl qb club 2001	NFL QB Club 2001	47.75	8	2000	198157	http://www.gamerankings.com/dreamcast/198157-nfl-qb-club-2001/index.html
dreamcast	nfl quarterback club 2000	NFL Quarterback Club 2000	28.63	8	1999	198155	http://www.gamerankings.com/dreamcast/198155-nfl-quarterback-club-2000/index.html
dreamcast	nhl 2k	NHL 2K	75.98	31	2000	198169	http://www.gamerankings.com/dreamcast/198169-nhl-2k/index.html
dreamcast	nhl 2k2	NHL 2K2	84.41	18	2002	517865	http://www.gamerankings.com/dreamcast/517865-nhl-2k2/index.html
dreamcast	nightmare creatures ii	Nightmare Creatures II	49.06	16	2000	198199	http://www.gamerankings.com/dreamcast/198199-nightmare-creatures-ii/index.html
dreamcast	omikron the nomad soul	Omikron: The Nomad Soul	66.14	14	2000	198234	http://www.gamerankings.com/dreamcast/198234-omikron-the-nomad-soul/index.html
dreamcast	ooga booga	Ooga Booga	78.49	15	2001	468198	http://www.gamerankings.com/dreamcast/468198-ooga-booga/index.html
dreamcast	outtrigger	Outtrigger	72.82	18	2001	366267	http://www.gamerankings.com/dreamcast/366267-outtrigger/index.html
dreamcast	pen pen triicelon	Pen Pen TriIcelon	63.67	15	1999	198271	http://www.gamerankings.com/dreamcast/198271-pen-pen-triicelon/index.html
dreamcast	phantasy star online	Phantasy Star Online	89.88	42	2001	198288	http://www.gamerankings.com/dreamcast/198288-phantasy-star-online/index.html
dreamcast	phantasy star online ver 2	Phantasy Star Online Ver. 2	83.96	12	2001	472540	http://www.gamerankings.com/dreamcast/472540-phantasy-star-online-ver-2/index.html
dreamcast	plasma sword nightmare of bilstein	Plasma Sword: Nightmare of Bilstein	61.02	17	2000	198302	http://www.gamerankings.com/dreamcast/198302-plasma-sword-nightmare-of-bilstein/index.html
dreamcast	pod speedzone	POD: Speedzone	59.36	12	2000	914351	http://www.gamerankings.com/dreamcast/914351-pod-speedzone/index.html
dreamcast	power stone	Power Stone	83.13	28	1999	198332	http://www.gamerankings.com/dreamcast/198332-power-stone/index.html
dreamcast	power stone 2	Power Stone 2	86.99	29	2000	198333	http://www.gamerankings.com/dreamcast/198333-power-stone-2/index.html
dreamcast	prince of persia arabian nights	Prince of Persia: Arabian Nights	61.2	5	2000	914323	http://www.gamerankings.com/dreamcast/914323-prince-of-persia-arabian-nights/index.html
dreamcast	project justice	Project Justice	79	21	2001	377885	http://www.gamerankings.com/dreamcast/377885-project-justice/index.html
dreamcast	psychic force 2012	Psychic Force 2012	64.35	19	1999	198365	http://www.gamerankings.com/dreamcast/198365-psychic-force-2012/index.html
dreamcast	puyo puyo da	Puyo Puyo Da!	37.67	3	1999	198368	http://www.gamerankings.com/dreamcast/198368-puyo-puyo-da/index.html
dreamcast	q bert	Q*bert	63.2	10	2000	437096	http://www.gamerankings.com/dreamcast/437096-qbert/index.html
dreamcast	quake iii arena	Quake III Arena	92.15	38	2000	913945	http://www.gamerankings.com/dreamcast/913945-quake-iii-arena/index.html
dreamcast	railroad tycoon ii gold edition	Railroad Tycoon II: Gold Edition	79.33	9	2000	258284	http://www.gamerankings.com/dreamcast/258284-railroad-tycoon-ii-gold-edition/index.html
dreamcast	rayman 2 the great escape	Rayman 2: The Great Escape	93.05	22	2000	250615	http://www.gamerankings.com/dreamcast/250615-rayman-2-the-great-escape/index.html
dreamcast	razor freestyle scooter	Razor Freestyle Scooter	66.11	9	2001	480702	http://www.gamerankings.com/dreamcast/480702-razor-freestyle-scooter/index.html
dreamcast	re volt	Re-Volt	79.36	14	1999	198470	http://www.gamerankings.com/dreamcast/198470-re-volt/index.html
dreamcast	ready 2 rumble boxing	Ready 2 Rumble Boxing	84.3	26	1999	198428	http://www.gamerankings.com/dreamcast/198428-ready-2-rumble-boxing/index.html
dreamcast	ready 2 rumble boxing round 2	Ready 2 Rumble Boxing: Round 2	74.44	16	2000	914207	http://www.gamerankings.com/dreamcast/914207-ready-2-rumble-boxing-round-2/index.html
dreamcast	record of lodoss war	Record of Lodoss War	75.05	13	2001	250617	http://www.gamerankings.com/dreamcast/250617-record-of-lodoss-war/index.html
dreamcast	red dog superior firepower	Red Dog: Superior Firepower	75.97	12	2000	198441	http://www.gamerankings.com/dreamcast/198441-red-dog-superior-firepower/index.html
dreamcast	reel fishing wild	Reel Fishing: Wild	58.5	4	2001	915198	http://www.gamerankings.com/dreamcast/915198-reel-fishing-wild/index.html
dreamcast	resident evil 2	Resident Evil 2	79.75	16	2000	436972	http://www.gamerankings.com/dreamcast/436972-resident-evil-2/index.html
dreamcast	resident evil 3 nemesis	Resident Evil 3: Nemesis	81.11	19	2000	437204	http://www.gamerankings.com/dreamcast/437204-resident-evil-3-nemesis/index.html
dreamcast	resident evil code veronica	Resident Evil Code: Veronica	93.79	40	2000	250618	http://www.gamerankings.com/dreamcast/250618-resident-evil-code-veronica/index.html
dreamcast	rippin riders	Rippin' Riders	69.89	22	1999	198481	http://www.gamerankings.com/dreamcast/198481-rippin-riders/index.html
dreamcast	roadsters	Roadsters	44.71	14	2000	250619	http://www.gamerankings.com/dreamcast/250619-roadsters/index.html
dreamcast	samba de amigo	Samba de Amigo	86.15	26	2000	198539	http://www.gamerankings.com/dreamcast/198539-samba-de-amigo/index.html
dreamcast	san francisco rush 2049	San Francisco Rush 2049	83.44	25	2000	198528	http://www.gamerankings.com/dreamcast/198528-san-francisco-rush-2049/index.html
dreamcast	seaman	Seaman	80.91	32	2000	198567	http://www.gamerankings.com/dreamcast/198567-seaman/index.html
dreamcast	sega bass fishing	Sega Bass Fishing	76.65	23	1999	198570	http://www.gamerankings.com/dreamcast/198570-sega-bass-fishing/index.html
dreamcast	sega bass fishing 2	Sega Bass Fishing 2	74.33	9	2001	528592	http://www.gamerankings.com/dreamcast/528592-sega-bass-fishing-2/index.html
dreamcast	sega gt	Sega GT	80.66	36	2000	369904	http://www.gamerankings.com/dreamcast/369904-sega-gt/index.html
dreamcast	sega marine fishing	Sega Marine Fishing	79.55	20	2000	374074	http://www.gamerankings.com/dreamcast/374074-sega-marine-fishing/index.html
dreamcast	sega rally championship 2	Sega Rally Championship 2	81.77	28	1999	198573	http://www.gamerankings.com/dreamcast/198573-sega-rally-championship-2/index.html
dreamcast	sega smash pack volume 1	Sega Smash Pack Volume 1	61.82	13	2001	476208	http://www.gamerankings.com/dreamcast/476208-sega-smash-pack-volume-1/index.html
dreamcast	sega swirl	Sega Swirl	80.2	5	2000	576860	http://www.gamerankings.com/dreamcast/576860-sega-swirl/index.html
dreamcast	seventh cross evolution	Seventh Cross Evolution	42.9	10	2000	198595	http://www.gamerankings.com/dreamcast/198595-seventh-cross-evolution/index.html
dreamcast	shadow man	Shadow Man	76.09	17	1999	198600	http://www.gamerankings.com/dreamcast/198600-shadow-man/index.html
dreamcast	shenmue	Shenmue	89.34	48	2000	198621	http://www.gamerankings.com/dreamcast/198621-shenmue/index.html
dreamcast	shenmue ii	Shenmue II	89.63	19	2001	458064	http://www.gamerankings.com/dreamcast/458064-shenmue-ii/index.html
dreamcast	silent scope	Silent Scope	71.25	12	2000	914118	http://www.gamerankings.com/dreamcast/914118-silent-scope/index.html
dreamcast	silver	Silver	67.33	21	2000	198646	http://www.gamerankings.com/dreamcast/198646-silver/index.html
dreamcast	skies of arcadia	Skies of Arcadia	90.59	40	2000	197237	http://www.gamerankings.com/dreamcast/197237-skies-of-arcadia/index.html
dreamcast	slave zero	Slave Zero	57.92	22	1999	198671	http://www.gamerankings.com/dreamcast/198671-slave-zero/index.html
dreamcast	sno cross championship racing	Sno-Cross Championship Racing	57.05	20	2000	450577	http://www.gamerankings.com/dreamcast/450577-sno-cross-championship-racing/index.html
dreamcast	soldier of fortune	Soldier of Fortune	71.06	19	2001	459740	http://www.gamerankings.com/dreamcast/459740-soldier-of-fortune/index.html
dreamcast	sonic adventure	Sonic Adventure	86.51	21	1999	198694	http://www.gamerankings.com/dreamcast/198694-sonic-adventure/index.html
dreamcast	sonic adventure 2	Sonic Adventure 2	83.26	34	2001	291597	http://www.gamerankings.com/dreamcast/291597-sonic-adventure-2/index.html
dreamcast	sonic shuffle	Sonic Shuffle	56.32	32	2000	256050	http://www.gamerankings.com/dreamcast/256050-sonic-shuffle/index.html
dreamcast	soul fighter	Soul Fighter	45.96	18	1999	198706	http://www.gamerankings.com/dreamcast/198706-soul-fighter/index.html
dreamcast	soulcalibur	SoulCalibur	96.56	25	1999	198705	http://www.gamerankings.com/dreamcast/198705-soulcalibur/index.html
dreamcast	south park chef s luv shack	South Park: Chef's Luv Shack	50.21	14	1999	198716	http://www.gamerankings.com/dreamcast/198716-south-park-chefs-luv-shack/index.html
dreamcast	south park rally	South Park Rally	44.54	13	2000	258827	http://www.gamerankings.com/dreamcast/258827-south-park-rally/index.html
dreamcast	space channel 5	Space Channel 5	84.22	35	2000	256048	http://www.gamerankings.com/dreamcast/256048-space-channel-5/index.html
dreamcast	spawn in the demon s hand	Spawn: In the Demon's Hand	61.54	23	2000	913951	http://www.gamerankings.com/dreamcast/913951-spawn-in-the-demons-hand/index.html
dreamcast	spec ops ii omega squad	Spec Ops II: Omega Squad	48.67	3	2000	250625	http://www.gamerankings.com/dreamcast/250625-spec-ops-ii-omega-squad/index.html
dreamcast	speed devils	Speed Devils	78.12	26	1999	198737	http://www.gamerankings.com/dreamcast/198737-speed-devils/index.html
dreamcast	speed devils online racing	Speed Devils Online Racing	70.56	9	2000	365740	http://www.gamerankings.com/dreamcast/365740-speed-devils-online-racing/index.html
dreamcast	spider man	Spider-Man	80.23	25	2001	451863	http://www.gamerankings.com/dreamcast/451863-spider-man/index.html
dreamcast	spirit of speed 1937	Spirit of Speed 1937	39.33	9	2000	366732	http://www.gamerankings.com/dreamcast/366732-spirit-of-speed-1937/index.html
dreamcast	sports jam	Sports Jam	67.51	8	2001	581053	http://www.gamerankings.com/dreamcast/581053-sports-jam/index.html
dreamcast	star wars demolition	Star Wars: Demolition	65.62	22	2000	370075	http://www.gamerankings.com/dreamcast/370075-star-wars-demolition/index.html
