company	asset	source	games
Disney Interactive Studios	disney-interactive-studios.png	typographic	2
Brownie Brown	brownie-brown.png	typographic	2
Nintendo STC	nintendo-stc.png	typographic	2
Climax Group	climax-group.png	typographic	2
Wanadoo Edition	wanadoo-edition.png	typographic	2
Artoon	artoon.png	typographic	2
Agatsuma Entertainment	agatsuma-entertainment.png	typographic	2
Grasshopper Manufacture	grasshopper-manufacture.png	typographic	2
Prolific	prolific.png	typographic	2
Flight-Plan	flight-plan.png	typographic	2
Nintendo R&D2	nintendo-r-d2.png	typographic	2
Pronto Games	pronto-games.png	typographic	2
Buena Vista Interactive	buena-vista-interactive.png	typographic	2
Ed Magnin and Associates	ed-magnin-and-associates.png	typographic	2
Enix America	enix-america.png	typographic	2
KnowWonder	knowwonder.png	typographic	2
Agetec	agetec.png	typographic	2
Interactive Imagination	interactive-imagination.png	typographic	2
Classified Games	classified-games.png	typographic	2
Act Japan	act-japan.png	typographic	2
Crystal Dynamics	crystal-dynamics.png	typographic	2
M2	m2.png	typographic	2
Santos	santos.png	typographic	2
The Kremlin	the-kremlin.png	typographic	2
Eden Entertainment Software	eden-entertainment-software.png	typographic	2
Sonic Co.	sonic-co.png	typographic	2
Adrenalin Entertainment	adrenalin-entertainment.png	typographic	2
MicroProse	microprose.png	typographic	2
WJS Design	wjs-design.png	typographic	2
Inter State	inter-state.png	typographic	2
Sega CS1	sega-cs1.png	typographic	2
Team Shinobi	team-shinobi.png	typographic	2
TecMagik Entertainment	tecmagik-entertainment.png	typographic	2
Tec Toy Indústria de Brinquedos	tec-toy-industria-de-brinquedos.png	typographic	2
Illusions Gaming	illusions-gaming.png	typographic	2
Mentrix Software	mentrix-software.png	typographic	2
Romburner Development	romburner-development.png	typographic	2
SEGA Interactive Development Division	sega-interactive-development-division.png	typographic	2
Raising Hell Software	raising-hell-software.png	typographic	2
Grey Matter	grey-matter.png	typographic	2
Westone	westone.png	typographic	2
Sega Midwest Studio	sega-midwest-studio.png	typographic	2
RetroSouls	retrosouls.png	typographic	2
Zyrinx	zyrinx.png	typographic	2
Sankyo Fundship	sankyo-fundship.png	typographic	2
SCE Studio Cambridge	sce-studio-cambridge.png	typographic	1
Light Weight	light-weight.png	typographic	1
Insomniac Games	insomniac-games.png	typographic	1
SingleTrac Entertainment Technologies	singletrac-entertainment-technologies.png	typographic	1
SCE Studio Santa Monica	sce-studio-santa-monica.png	typographic	1
SCE Santa Monica Studio	sce-santa-monica-studio.png	typographic	1
Gearbox Software	gearbox-software.png	typographic	1
Sierra On-Line	sierra-on-line.png	typographic	1
Sucker Punch	sucker-punch.png	typographic	1
Opus	opus.png	typographic	1
Argent	argent.png	typographic	1
Nihon Falcom	nihon-falcom.png	typographic	1
A-Max	a-max.png	typographic	1
Engine Software	engine-software.png	typographic	1
Piko Interactive	piko-interactive.png	typographic	1
Cream	cream.png	typographic	1
Funcom Productions	funcom-productions.png	typographic	1
Dini and Dini Productions	dini-and-dini-productions.png	typographic	1
FTL Games	ftl-games.png	typographic	1
CTA Developments	cta-developments.png	typographic	1
NCM Entertainment	ncm-entertainment.png	typographic	1
Peakstar Software	peakstar-software.png	typographic	1
Axes Art Amuse	axes-art-amuse.png	typographic	1
Häus Teknikka	haus-teknikka.png	typographic	1
G-Craft	g-craft.png	typographic	1
Amccus	amccus.png	typographic	1
Magical Company	magical-company.png	typographic	1
Blue Byte Software	blue-byte-software.png	typographic	1
Anco Software	anco-software.png	typographic	1
Arcade Zone	arcade-zone.png	typographic	1
Blue Turtle	blue-turtle.png	typographic	1
Polestar	polestar.png	simple-icons:polestar	1
Konami (America)	konami-america.png	typographic	1
Solid Software	solid-software.png	typographic	1
Scenario Developments	scenario-developments.png	typographic	1
Prism Kikaku	prism-kikaku.png	typographic	1
Redline Games	redline-games.png	typographic	1
Phoenix Interactive Entertainment	phoenix-interactive-entertainment.png	typographic	1
Arsys Software	arsys-software.png	typographic	1
Red Rat Software	red-rat-software.png	typographic	1
Seibu Kaihatsu	seibu-kaihatsu.png	typographic	1
64WD Creation	64wd-creation.png	typographic	1
Rainbow Arts	rainbow-arts.png	typographic	1
EJ Corp.	ej-corp.png	typographic	1
Atmark	atmark.png	typographic	1
Hori Electric	hori-electric.png	typographic	1
Zeppelin Games	zeppelin-games.png	typographic	1
Asmic Software	asmic-software.png	typographic	1
Oxford Digital Enterprises	oxford-digital-enterprises.png	typographic	1
Triffix Entertainment	triffix-entertainment.png	typographic	1
tri-Ace	tri-ace.png	typographic	1
Panoramic	panoramic.png	typographic	1
Make Software, Inc.	make-software-inc.png	typographic	1
Mindscape International	mindscape-international.png	typographic	1
Red Entertainment	red-entertainment.png	typographic	1
Toshiba-EMI	toshiba-emi.png	typographic	1
Sun of America	sun-of-america.png	typographic	1
Sting Entertainment	sting-entertainment.png	typographic	1
Gaps	gaps.png	typographic	1
Midway Manufacturing	midway-manufacturing.png	typographic	1
Trimark Interactive	trimark-interactive.png	typographic	1
Funcom Oslo	funcom-oslo.png	typographic	1
Sir-Tech Software	sir-tech-software.png	typographic	1
Sphere	sphere.png	typographic	1
Winds	winds.png	typographic	1
Acclaim Studios London	acclaim-studios-london.png	typographic	1
Climax	climax.png	typographic	1
Distinctive Developments	distinctive-developments.png	typographic	1
SCi Games	sci-games.png	typographic	1
Noise	noise.png	typographic	1
Kronos Digital Entertainment	kronos-digital-entertainment.png	typographic	1
Ubi Soft Paris Studios	ubi-soft-paris-studios.png	typographic	1
Iguana UK	iguana-uk.png	typographic	1
Raven Software	raven-software.png	typographic	1
id Software	id-software.png	typographic	1
Ambrella	ambrella.png	typographic	1
GearHead Entertainment	gearhead-entertainment.png	typographic	1
Ion Storm	ion-storm.png	typographic	1
Black Ops Entertainment	black-ops-entertainment.png	typographic	1
BIg Bang Software	big-bang-software.png	typographic	1
Electronic Arts Tiburon	electronic-arts-tiburon.png	typographic	1
Devil's Thumb Entertainment	devil-s-thumb-entertainment.png	typographic	1
Minds Eye Productions	minds-eye-productions.png	typographic	1
Director's Cut International	director-s-cut-international.png	typographic	1
Iguana West	iguana-west.png	typographic	1
Kalisto Entertainment	kalisto-entertainment.png	typographic	1
Infogrames Sheffield House	infogrames-sheffield-house.png	typographic	1
Dinamic Multimedia	dinamic-multimedia.png	typographic	1
Raster Productions	raster-productions.png	typographic	1
Pure Entertainment	pure-entertainment.png	typographic	1
Titanium Studios	titanium-studios.png	typographic	1
Acclaim Studios	acclaim-studios.png	typographic	1
Midway Games West	midway-games-west.png	typographic	1
Terraglyph Interactive Studios	terraglyph-interactive-studios.png	typographic	1
Acclaim Studios Teesside	acclaim-studios-teesside.png	typographic	1
Infinite Ventures	infinite-ventures.png	typographic	1
Racdym	racdym.png	typographic	1
UFO Interactive Games	ufo-interactive-games.png	typographic	1
Rivage Games	rivage-games.png	typographic	1
Treyarch Invention	treyarch-invention.png	typographic	1
Eden Studios	eden-studios.png	typographic	1
Celeris	celeris.png	typographic	1
Inland Productions	inland-productions.png	typographic	1
Infogrames Entertainment	infogrames-entertainment.png	typographic	1
Team17 Software	team17-software.png	typographic	1
Crosstalk	crosstalk.png	typographic	1
Movie Interactive Software	movie-interactive-software.png	typographic	1
Rocket Science Productions	rocket-science-productions.png	typographic	1
Sugar Softec	sugar-softec.png	typographic	1
Chris Gray Enterprises	chris-gray-enterprises.png	typographic	1
Dynamix	dynamix.png	typographic	1
Sharedata	sharedata.png	typographic	1
Sur de Wave	sur-de-wave.png	typographic	1
Gluk Video	gluk-video.png	typographic	1
Bothtec	bothtec.png	typographic	1
Amusement Vision	amusement-vision.png	typographic	1
Micheal Crick	micheal-crick.png	typographic	1
Human Creative	human-creative.png	typographic	1
David Braben	david-braben.png	typographic	1
Mega Soft	mega-soft.png	typographic	1
NGD Studios	ngd-studios.png	typographic	1
Make Software	make-software.png	typographic	1
Sigma Entertainment	sigma-entertainment.png	typographic	1
Capcom U.S.A.	capcom-u-s-a.png	typographic	1
Hummer Tecnnology	hummer-tecnnology.png	typographic	1
Escape	escape.png	typographic	1
Random House	random-house.png	typographic	1
Interlink	interlink.png	typographic	1
Birthday	birthday.png	typographic	1
Khaos	khaos.png	typographic	1
Geo Factory	geo-factory.png	typographic	1
KaSheng	kasheng.png	typographic	1
Workss	workss.png	typographic	1
DreamTech	dreamtech.png	typographic	1
Angel	angel.png	typographic	1
Audiogenic Software	audiogenic-software.png	typographic	1
Micro Academy	micro-academy.png	typographic	1
Graftgold	graftgold.png	typographic	1
Magic	magic.png	simple-icons:magic	1
Magicseries	magicseries.png	typographic	1
Peter WILLIAMSON	peter-williamson.png	typographic	1
INTV	intv.png	typographic	1
Hosekn of USA	hosekn-of-usa.png	typographic	1
Cony Soft	cony-soft.png	typographic	1
Yoko Soft	yoko-soft.png	typographic	1
Carry Lab	carry-lab.png	typographic	1
M&M	m-m.png	typographic	1
Namcot	namcot.png	typographic	1
Varie	varie.png	typographic	1
Ei-How Yang	ei-how-yang.png	typographic	1
Hosenkan Electronics	hosenkan-electronics.png	typographic	1
Dragon Co.	dragon-co.png	typographic	1
Valiant Pig	valiant-pig.png	typographic	1
Arc	arc.png	simple-icons:arc	1
Iwasaki Electronics	iwasaki-electronics.png	typographic	1
Virgin Mastertronic	virgin-mastertronic.png	typographic	1
Limited Run Games	limited-run-games.png	typographic	1
Alpha Denshi Kōgyō	alpha-denshi-kogyo.png	typographic	1
K. Amusement Leasing	k-amusement-leasing.png	typographic	1
Gouder	gouder.png	typographic	1
E.S.C.	e-s-c.png	typographic	1
Fuzan Dayou	fuzan-dayou.png	typographic	1
Yanshan Software	yanshan-software.png	typographic	1
Chengdu Tai Jing Da Dong Computer	chengdu-tai-jing-da-dong-computer.png	typographic	1
Mattel	mattel.png	typographic	1
Tokai Engineering	tokai-engineering.png	typographic	1
Epic/Sony	epic-sony.png	typographic	1
Nitra	nitra.png	typographic	1
Cirque Verte	cirque-verte.png	typographic	1
Infocom	infocom.png	typographic	1
Newtopia Planning	newtopia-planning.png	typographic	1
Special FX Software	special-fx-software.png	typographic	1
Westwood Associates	westwood-associates.png	typographic	1
TomSoft Studio	tomsoft-studio.png	typographic	1
Nintendo R&D4	nintendo-r-d4.png	typographic	1
Sigma Pro-Tech	sigma-pro-tech.png	typographic	1
New Frontier	new-frontier.png	typographic	1
C.P. Brain	c-p-brain.png	typographic	1
OeRSTED	oersted.png	typographic	1
Pow	pow.png	typographic	1
Magnin & Associates	magnin-associates.png	typographic	1
Storm	storm.png	typographic	1
SystemSoft	systemsoft.png	typographic	1
Game Over	game-over.png	typographic	1
Towa Chiki	towa-chiki.png	typographic	1
Live Planning	live-planning.png	typographic	1
The Big Red Software Company	the-big-red-software-company.png	typographic	1
Universal	universal.png	typographic	1
Bit2	bit2.png	typographic	1
TamTam	tamtam.png	typographic	1
Pandora Box	pandora-box.png	typographic	1
Kawada	kawada.png	typographic	1
Natsu System	natsu-system.png	typographic	1
Locus	locus.png	typographic	1
Kitty Group	kitty-group.png	typographic	1
CBS Sony Group	cbs-sony-group.png	typographic	1
Ultra Software	ultra-software.png	typographic	1
Yutaka	yutaka.png	typographic	1
Argonaut Software	argonaut-software.png	typographic	1
Tuna Technologies	tuna-technologies.png	typographic	1
Acclaim Studios Manchester	acclaim-studios-manchester.png	typographic	1
Hokus Pokus	hokus-pokus.png	typographic	1
Empire Interactive	empire-interactive.png	typographic	1
Big Blue Bubble	big-blue-bubble.png	typographic	1
Sirius Games	sirius-games.png	typographic	1
Zero One	zero-one.png	typographic	1
InterActive Vision	interactive-vision.png	typographic	1
Hypnotix	hypnotix.png	typographic	1
Digital Fiction	digital-fiction.png	typographic	1
Barking Lizards Technologies	barking-lizards-technologies.png	typographic	1
Revolution Software	revolution-software.png	typographic	1
Vivendi Universal Interactive Publishing	vivendi-universal-interactive-publishing.png	typographic	1
1st Playable Productions	1st-playable-productions.png	typographic	1
D3Publisher of America	d3publisher-of-america.png	typographic	1
ImageBuilder Software	imagebuilder-software.png	typographic	1
Monkeystone	monkeystone.png	typographic	1
Microïds	microids.png	typographic	1
Ubi Soft	ubi-soft.png	simple-icons:ubisoft	1
Yoyo Entertainment	yoyo-entertainment.png	typographic	1
Denki	denki.png	typographic	1
Paon	paon.png	typographic	1
Tycoon	tycoon.png	typographic	1
Gotham Games	gotham-games.png	typographic	1
Jolliford Management	jolliford-management.png	typographic	1
Suzak	suzak.png	typographic	1
Atomic Planet Entertainment	atomic-planet-entertainment.png	typographic	1
Vaill	vaill.png	typographic	1
Team Angry Robot	team-angry-robot.png	typographic	1
Game Factory	game-factory.png	typographic	1
NAPS Team	naps-team.png	typographic	1
Frame Studios	frame-studios.png	typographic	1
Edge Interact	edge-interact.png	typographic	1
Sega Corporation	sega-corporation.png	simple-icons:sega	1
Altron Corporation	altron-corporation.png	typographic	1
Pukka Games	pukka-games.png	typographic	1
Black Hammer Game	black-hammer-game.png	typographic	1
Scholastic	scholastic.png	typographic	1
Creature Labs	creature-labs.png	typographic	1
Valcon Games	valcon-games.png	typographic	1
GFX Construction	gfx-construction.png	typographic	1
Warner Bros. Interactive Entertainment	warner-bros-interactive-entertainment.png	typographic	1
Infinite Dreams	infinite-dreams.png	typographic	1
P.M. Studios	p-m-studios.png	typographic	1
Gravity-I	gravity-i.png	typographic	1
Kritzelkratz 3000	kritzelkratz-3000.png	typographic	1
Warthog Games	warthog-games.png	typographic	1
Media Rings	media-rings.png	typographic	1
Fuse Games	fuse-games.png	typographic	1
Imagine Engine	imagine-engine.png	typographic	1
Netherock	netherock.png	typographic	1
Noise Factory	noise-factory.png	typographic	1
Radius9	radius9.png	typographic	1
Unique Development Studios	unique-development-studios.png	typographic	1
Tantalus Media	tantalus-media.png	typographic	1
Apex Designs	apex-designs.png	typographic	1
AIA	aia.png	typographic	1
Flying Tiger Development	flying-tiger-development.png	typographic	1
Doki Denki	doki-denki.png	typographic	1
AIA USA	aia-usa.png	typographic	1
SuperEmpire Interactive	superempire-interactive.png	typographic	1
Ninai Games	ninai-games.png	typographic	1
Codo Technologies	codo-technologies.png	typographic	1
J.P. Room	j-p-room.png	typographic	1
BBC Multimedia	bbc-multimedia.png	typographic	1
ImaginEngine	imaginengine.png	typographic	1
CodeFire	codefire.png	typographic	1
Humagade	humagade.png	typographic	1
Maxis	maxis.png	typographic	1
InLight Entertainment	inlight-entertainment.png	typographic	1
Prograph Research	prograph-research.png	typographic	1
Creations	creations.png	typographic	1
pixelStorm entertainment studios	pixelstorm-entertainment-studios.png	typographic	1
Capcom Production Studio 3	capcom-production-studio-3.png	typographic	1
Namco Tales Studio	namco-tales-studio.png	typographic	1
GameVision	gamevision.png	typographic	1
Taniko	taniko.png	typographic	1
Program Ace	program-ace.png	typographic	1
AlphaDream	alphadream.png	typographic	1
VIVARIUM	vivarium.png	typographic	1
Liquid Games	liquid-games.png	typographic	1
Iridon Interactive	iridon-interactive.png	typographic	1
Nocturnal Entertainment Australia	nocturnal-entertainment-australia.png	typographic	1
Sproing Interactive Media	sproing-interactive-media.png	typographic	1
Velez & Dubail Dev. Team	velez-dubail-dev-team.png	typographic	1
Inferno Games	inferno-games.png	typographic	1
Rainbow Studios	rainbow-studios.png	typographic	1
Stalker Entertainment	stalker-entertainment.png	typographic	1
Sensory Sweep Studios	sensory-sweep-studios.png	typographic	1
Backbone Entertainment	backbone-entertainment.png	typographic	1
Amedio	amedio.png	typographic	1
Puzzlekings	puzzlekings.png	typographic	1
Aardvark Software	aardvark-software.png	typographic	1
Run and Gun!	run-and-gun.png	typographic	1
The Learning Company	the-learning-company.png	typographic	1
Mitchell	mitchell.png	typographic	1
Hyperspace Cowgirls	hyperspace-cowgirls.png	typographic	1
Eleven	eleven.png	typographic	1
G3 Interactive	g3-interactive.png	typographic	1
Dreams	dreams.png	typographic	1
Nintendo Software Technology	nintendo-software-technology.png	typographic	1
Santaclaus	santaclaus.png	typographic	1
NEON Software	neon-software.png	typographic	1
Sound Source Interactive	sound-source-interactive.png	typographic	1
Mirage Media	mirage-media.png	typographic	1
Sanrio	sanrio.png	typographic	1
Landwarf	landwarf.png	typographic	1
NEC Interchannel	nec-interchannel.png	typographic	1
Mattel Media	mattel-media.png	typographic	1
Pulsar Interactive	pulsar-interactive.png	typographic	1
Knowledge Adventure	knowledge-adventure.png	typographic	1
Eclipse Entertainment	eclipse-entertainment.png	typographic	1
Novalicious	novalicious.png	typographic	1
Evolution Entertainment	evolution-entertainment.png	typographic	1
Yellowbelly	yellowbelly.png	typographic	1
Stunt Puppy Entertainment	stunt-puppy-entertainment.png	typographic	1
Tsukuda Original	tsukuda-original.png	typographic	1
Various	various.png	typographic	1
Rocket Games	rocket-games.png	typographic	1
Game-Play Studios	game-play-studios.png	typographic	1
The Pokémon Company	the-pokemon-company.png	typographic	1
Spark Creative	spark-creative.png	typographic	1
Blade Interactive Studios	blade-interactive-studios.png	typographic	1
Lost Boys Games	lost-boys-games.png	typographic	1
Mirage Interactive	mirage-interactive.png	typographic	1
Mermaid Studios	mermaid-studios.png	typographic	1
Micro Cabin	micro-cabin.png	typographic	1
toruzz	toruzz.png	typographic	1
Romhacking.net	romhacking-net.png	typographic	1
Media Factory	media-factory.png	typographic	1
Konami Computer Entertainment Sapporo	konami-computer-entertainment-sapporo.png	typographic	1
Two Tribes Publishing	two-tribes-publishing.png	typographic	1
Mangin & Associates	mangin-associates.png	typographic	1
Red Orb Entertainment	red-orb-entertainment.png	typographic	1
Sunset Entertainment	sunset-entertainment.png	typographic	1
HAL	hal.png	simple-icons:hal	1
Brighter Child Interactive	brighter-child-interactive.png	typographic	1
TOMY	tomy.png	typographic	1
Next Level Games	next-level-games.png	typographic	1
PlatinumGames	platinumgames.png	typographic	1
Hitmaker	hitmaker.png	typographic	1
Sega Studios USA	sega-studios-usa.png	typographic	1
Lance Investments	lance-investments.png	typographic	1
Taito America	taito-america.png	typographic	1
Riverhill Soft	riverhill-soft.png	typographic	1
Studio Alex	studio-alex.png	typographic	1
Freestyle	freestyle.png	typographic	1
Eleca	eleca.png	typographic	1
FACE	face.png	typographic	1
AM R&D Dept. #2	am-r-d-dept-2.png	typographic	1
Graftgold Creative Software	graftgold-creative-software.png	typographic	1
Dempa Shimbunsha	dempa-shimbunsha.png	typographic	1
Foley Hi-Tech Systems	foley-hi-tech-systems.png	typographic	1
Tahoe Software Productions	tahoe-software-productions.png	typographic	1
Personal Software Services	personal-software-services.png	typographic	1
Nuvision Entertainment	nuvision-entertainment.png	typographic	1
Fox Williams	fox-williams.png	typographic	1
Strategic Simulations	strategic-simulations.png	typographic	1
Bits of Magic	bits-of-magic.png	typographic	1
Soft Machine	soft-machine.png	typographic	1
Coconuts Japan Entertainment	coconuts-japan-entertainment.png	typographic	1
Kyugo	kyugo.png	typographic	1
Kyugo Trading	kyugo-trading.png	typographic	1
Nextech	nextech.png	typographic	1
Three-Sixty Pacific	three-sixty-pacific.png	typographic	1
Punk Development	punk-development.png	typographic	1
Hertz	hertz.png	typographic	1
MPS Labs	mps-labs.png	typographic	1
New World Computing	new-world-computing.png	typographic	1
XYZ Productions	xyz-productions.png	typographic	1
CSK Research Institute	csk-research-institute.png	typographic	1
Walt Disney Computer Software	walt-disney-computer-software.png	typographic	1
M2 Co.	m2-co.png	typographic	1
Game Refuge	game-refuge.png	typographic	1
Pacific Softspace	pacific-softspace.png	typographic	1
Interactive Designs	interactive-designs.png	typographic	1
Holocronet	holocronet.png	typographic	1
Brian A. Rice	brian-a-rice.png	typographic	1
Millenium Interactive	millenium-interactive.png	typographic	1
GTE Vantage	gte-vantage.png	typographic	1
System Sacom	system-sacom.png	typographic	1
Developer Resources	developer-resources.png	typographic	1
Looking Glass Technologies	looking-glass-technologies.png	typographic	1
Digital Developments	digital-developments.png	typographic	1
Magnetic Fields	magnetic-fields.png	typographic	1
Realtime Games Software	realtime-games-software.png	typographic	1
Apache Software	apache-software.png	typographic	1
Davidson & Associates	davidson-associates.png	typographic	1
Seismic Software	seismic-software.png	typographic	1
Mutant Productions	mutant-productions.png	typographic	1
Double Diamond Sports	double-diamond-sports.png	typographic	1
Spectacular Games	spectacular-games.png	typographic	1
Nextgrand	nextgrand.png	typographic	1
JSH	jsh.png	typographic	1
Sega AM7	sega-am7.png	typographic	1
Sprytes	sprytes.png	typographic	1
Perfect 10 Productions	perfect-10-productions.png	typographic	1
Atoll Soft	atoll-soft.png	typographic	1
Nex Entertainment	nex-entertainment.png	typographic	1
Naughty Dog	naughty-dog.png	typographic	1
Dinamic Software	dinamic-software.png	typographic	1
Megasoft	megasoft.png	typographic	1
Front Street Publishing	front-street-publishing.png	typographic	1
Sanritsu	sanritsu.png	typographic	1
Renegade Software	renegade-software.png	typographic	1
Toys for Bob	toys-for-bob.png	typographic	1
Punk Developments	punk-developments.png	typographic	1
Gametec	gametec.png	typographic	1
I.S.C.	i-s-c.png	typographic	1
Recreational Brainware	recreational-brainware.png	typographic	1
Clockwork Tortoise	clockwork-tortoise.png	typographic	1
Strata	strata.png	typographic	1
Epyx	epyx.png	typographic	1
Micro World	micro-world.png	typographic	1
ToeJam & Earl Productions	toejam-earl-productions.png	typographic	1
Johnson Voorsanger Productions	johnson-voorsanger-productions.png	typographic	1
X Boy	x-boy.png	typographic	1
Wonder Amusement Studio	wonder-amusement-studio.png	typographic	1
Toyo Recording	toyo-recording.png	typographic	1
PAL SOFT	pal-soft.png	typographic	1
Renovation Game	renovation-game.png	typographic	1
BudgeCo	budgeco.png	typographic	1
Masaya Games	masaya-games.png	typographic	1
Abalone	abalone.png	typographic	1
Deep Water	deep-water.png	typographic	1
Technopop	technopop.png	typographic	1
